Instances,feature_ f_1,feature_ f_2,feature_ f_3,feature_ f_4,feature_ f_5,feature_ f_6,feature_ f_7,feature_ f_8,feature_ f_9,feature_ f_10,feature_ f_11,feature_ f_12,feature_ f_13,feature_ f_14,feature_ f_15,feature_ f_16,feature_ f_17,feature_ f_18,feature_ f_19,feature_ f_20,feature_ f_21,feature_ f_22,feature_ f_23,feature_ f_24,feature_ f_25,feature_ f_26,feature_ f_27,feature_ f_28,feature_ f_29,feature_ f_30,feature_ f_31,feature_ f_32,feature_ f_33,feature_ f_34,feature_ f_35,feature_ f_36,feature_ f_37,algo_ahms-1.68,algo_maxino-kdyn,algo_QMSAT15UC,algo_WPM3-2015-co,algo_LMHS-C,algo_CCEHC2akms,algo_CCLS2akms,algo_Open-WBO,algo_WMaxSatz+,algo_ratselfax-cnf,algo_ILP-2015,algo_QMSAT14,algo_optiriss-sel,algo_msUZK-pp,algo_msUZK-nopp,algo_ahms-ls-1.68,algo_toysat,algo_Open-WBO-R,algo_ahms-1.55,algo_LMHS-I,algo_Open-WBO-L,algo_maxino-k16,algo_WMaxSatz09,algo_mscg2015b,algo_mscg2015a,algo_MaxHS,algo_ahms-ls-1.55,algo_toysat_ls,algo_optiriss-def
pms_industrial/bcp/msp/normalized-ii32d3.wcnf,1648.0,21950.0,0.07508,1.0,0.0,1.0,1.0,0.07508,0.00203,0.99698,0.00014,0.00747,0.00733,0.00203,1.90264,0.00061,0.01942,0.01881,0.74322,0.40051,0.33333,0.9878,0.65447,0.88738,0.35627,0.0,1.0,1.0,0.07508,0.94651,0.94651,9e-05,0.0,9e-05,9e-05,0.0,0.11262,NaN,47.045,3.308,12.126,100.4,NaN,NaN,NaN,NaN,NaN,NaN,7.914,NaN,131.827,104.278,NaN,167.47,89.469,NaN,97.98,7.423,42.474,NaN,26.951,19.281,345.295,NaN,101.822,NaN
pms_industrial/bcp/msp/normalized-ii32e5.wcnf,1044.0,13202.0,0.07908,1.0,0.0,1.0,1.0,0.07908,0.00374,1.02701,0.00023,0.01379,0.01356,0.00374,1.91211,0.00096,0.03065,0.02969,0.7615,0.38284,0.33333,0.98901,0.65568,0.88138,0.3669,0.0,1.0,1.0,0.07908,0.92577,0.9341,0.00015,0.0,0.00015,0.00015,0.0,0.11862,NaN,9.965,14.561,9.906,20.738,NaN,NaN,86.495,239.449,1476.162,48.984,15.893,NaN,210.594,137.887,NaN,379.99,36.004,NaN,20.412,16.674,11.802,245.827,8.8,9.608,48.571,NaN,317.671,192.03
pms_industrial/bcp/msp/normalized-ii8a2.wcnf,360.0,1340.0,0.26866,1.0,0.0,1.0,1.0,0.26866,0.00575,0.42036,0.00224,0.01119,0.00896,0.00575,0.7177,0.00278,0.02222,0.01944,0.66422,0.29028,0.33333,0.86667,0.53333,0.59701,0.82158,0.0,1.0,1.0,0.26866,0.9403,0.9403,0.00149,0.0,0.00149,0.00149,0.0,0.40299,0.896,NaN,NaN,100.022,1.771,174.954,814.903,792.816,11.183,NaN,2.586,NaN,NaN,NaN,NaN,1.112,NaN,0.311,0.876,1.719,NaN,NaN,11.145,NaN,NaN,0.881,0.84,NaN,NaN
pms_industrial/bcp/msp/normalized-ii8a3.wcnf,528.0,2344.0,0.22526,1.0,0.0,1.0,1.0,0.22526,0.00409,0.6032,0.00128,0.01195,0.01067,0.00409,0.71977,0.00189,0.01515,0.01326,0.66934,0.34831,0.33333,0.92857,0.59524,0.66212,0.71436,0.0,1.0,1.0,0.22526,0.93174,0.93174,0.00085,0.0,0.00085,0.00085,0.0,0.33788,0.547,836.88,NaN,73.937,3.204,63.991,NaN,NaN,1.321,NaN,8.22,NaN,NaN,NaN,NaN,0.573,NaN,0.679,0.487,3.185,NaN,1483.986,1.321,1762.574,NaN,3.373,0.677,NaN,NaN
pms_industrial/bcp/msp/normalized-ii8a4.wcnf,792.0,3986.0,0.1987,1.0,0.0,1.0,1.0,0.1987,0.00291,0.88627,0.00075,0.01179,0.01104,0.00291,0.75422,0.00126,0.0101,0.00884,0.65204,0.38887,0.33333,0.95745,0.62411,0.70196,0.65159,0.0,1.0,1.0,0.1987,0.91219,0.91219,0.0005,0.0,0.0005,0.0005,0.0,0.29804,4.692,379.853,NaN,723.13,2.577,1052.599,NaN,NaN,40.749,NaN,7.793,NaN,NaN,NaN,NaN,4.657,NaN,1.916,4.823,2.598,NaN,219.288,40.245,604.141,499.129,8.321,6.264,NaN,NaN
pms_industrial/bcp/msp/normalized-ii8b2.wcnf,1152.0,5816.0,0.19807,1.0,0.0,1.0,1.0,0.19807,0.00172,1.09117,0.00034,0.0098,0.00946,0.00172,0.54394,0.00087,0.00694,0.00608,0.6129,0.41451,0.0,0.96491,0.96491,0.70289,0.65013,0.0,1.0,1.0,0.19807,0.96561,0.96561,0.00034,0.0,0.00034,0.00034,0.0,0.29711,43.931,395.793,NaN,526.056,12.365,590.749,NaN,NaN,6.957,NaN,31.592,NaN,NaN,NaN,NaN,43.834,NaN,3.099,47.708,12.26,NaN,509.83,6.897,924.1,736.572,49.79,54.949,NaN,NaN
pms_industrial/bcp/msp/normalized-ii8b3.wcnf,1632.0,8556.0,0.19074,1.0,0.0,1.0,1.0,0.19074,0.00122,1.36171,0.00023,0.01017,0.00993,0.00122,0.54368,0.00061,0.0049,0.00429,0.60264,0.41951,0.0,0.97701,0.97701,0.71389,0.63311,0.0,1.0,1.0,0.19074,0.96494,0.96494,0.00023,0.0,0.00023,0.00023,0.0,0.28612,NaN,279.462,NaN,1193.385,19.576,NaN,NaN,NaN,18.639,NaN,102.083,NaN,NaN,NaN,NaN,NaN,NaN,7.495,NaN,19.266,NaN,380.3,18.73,1358.775,NaN,64.296,NaN,NaN,NaN
pms_industrial/bcp/msp/normalized-ii8b4.wcnf,2136.0,11418.0,0.18707,1.0,0.0,1.0,1.0,0.18707,0.00093,1.59744,0.00018,0.01007,0.0099,0.00093,0.53491,0.00047,0.00375,0.00328,0.59537,0.42057,0.0,0.98261,0.98261,0.71939,0.62455,0.0,1.0,1.0,0.18707,0.96584,0.96584,0.00018,0.0,0.00018,0.00018,0.0,0.28061,NaN,270.64,NaN,NaN,23.535,NaN,NaN,NaN,21.505,NaN,57.498,NaN,NaN,NaN,NaN,NaN,NaN,12.688,NaN,22.878,NaN,247.321,21.466,NaN,NaN,99.07,NaN,NaN,NaN
pms_industrial/bcp/msp/normalized-ii8c2.wcnf,1900.0,9539.0,0.19918,1.0,0.0,1.0,1.0,0.19918,0.00105,1.07878,0.00021,0.00608,0.00587,0.00105,0.61698,0.00053,0.00526,0.00474,0.61282,0.41506,0.0,0.96552,0.96552,0.70123,0.65271,0.0,1.0,1.0,0.19918,0.9697,0.9697,0.00021,0.0,0.00021,0.00021,0.0,0.29877,NaN,NaN,NaN,NaN,11.259,NaN,NaN,NaN,NaN,NaN,23.949,NaN,NaN,NaN,NaN,NaN,NaN,11.805,NaN,11.278,NaN,NaN,NaN,NaN,NaN,82.552,NaN,NaN,NaN
pms_industrial/bcp/msp/normalized-ii8d1.wcnf,1060.0,4797.0,0.22097,1.0,0.0,1.0,1.0,0.22097,0.00189,0.70062,0.00042,0.00563,0.00521,0.00189,0.64896,0.00094,0.00943,0.00849,0.6308,0.40055,0.0,0.92593,0.92593,0.66854,0.70412,0.0,1.0,1.0,0.22097,0.96519,0.96519,0.00042,0.0,0.00042,0.00042,0.0,0.33146,8.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,179.359,NaN,NaN,NaN,NaN,9.132,NaN,3.625,12.687,NaN,NaN,NaN,NaN,NaN,NaN,124.811,13.699,NaN,NaN
pms_industrial/bcp/msp/normalized-ii8d2.wcnf,1860.0,9337.0,0.19921,1.0,0.0,1.0,1.0,0.19921,0.00108,1.05388,0.00021,0.00568,0.00546,0.00108,0.63046,0.00054,0.00538,0.00484,0.61448,0.41519,0.0,0.96226,0.96226,0.70119,0.65276,0.0,1.0,1.0,0.19921,0.96712,0.96712,0.00021,0.0,0.00021,0.00021,0.0,0.29881,NaN,NaN,NaN,NaN,12.162,NaN,NaN,NaN,1389.717,NaN,40.632,NaN,NaN,NaN,NaN,NaN,NaN,8.406,NaN,12.349,NaN,NaN,1373.297,NaN,NaN,212.513,NaN,NaN,NaN
pms_industrial/bcp/msp/normalized-ii8e1.wcnf,1040.0,4696.0,0.22147,1.0,0.0,1.0,1.0,0.22147,0.00194,0.68245,0.00043,0.00596,0.00554,0.00194,0.66185,0.00096,0.00962,0.00865,0.64246,0.37801,0.0,0.92857,0.92857,0.6678,0.7053,0.0,1.0,1.0,0.22147,0.96252,0.96252,0.00043,0.0,0.00043,0.00043,0.0,0.3322,12.475,NaN,NaN,1619.154,78.893,NaN,NaN,NaN,665.389,NaN,34.803,NaN,NaN,NaN,NaN,14.785,NaN,2.738,11.555,81.321,NaN,NaN,664.673,NaN,NaN,34.077,13.318,NaN,NaN
pms_industrial/bcp/msp/normalized-ii8e2.wcnf,1740.0,8731.0,0.19929,1.0,0.0,1.0,1.0,0.19929,0.00119,1.00154,0.00023,0.0063,0.00607,0.00119,0.66944,0.00057,0.00575,0.00517,0.62483,0.4063,0.0,0.96364,0.96364,0.70107,0.65298,0.0,1.0,1.0,0.19929,0.95865,0.95865,0.00023,0.0,0.00023,0.00023,0.0,0.29893,NaN,NaN,NaN,1430.322,21.553,NaN,NaN,NaN,NaN,NaN,34.73,NaN,NaN,NaN,NaN,NaN,NaN,10.016,NaN,21.024,NaN,NaN,NaN,NaN,NaN,109.05,NaN,NaN,NaN
pms_industrial/bcp/msp/normalized-par32-1-c.wcnf,2630.0,9199.0,0.2859,1.0,0.0,1.0,1.0,0.2859,0.00085,1.1963,0.00043,0.00891,0.00848,0.00085,0.38752,0.00038,0.00114,0.00076,0.69031,0.07733,0.5,0.97561,0.47561,0.57115,0.86655,0.0,1.0,1.0,0.2859,0.46929,1.0,0.00022,0.0,0.00022,0.00022,0.0,0.42885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1086.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pms_industrial/bcp/msp/normalized-par32-1.wcnf,6352.0,19805.0,0.32073,1.0,0.0,1.0,1.0,0.32073,0.00032,0.99074,0.00015,0.00414,0.00399,0.00032,0.40775,0.00016,0.00047,0.00031,0.63533,0.1393,0.33333,0.97561,0.64228,0.51891,0.96281,0.0,1.0,1.0,0.32785,0.64211,1.0,0.0001,0.0,0.0001,0.00015,5e-05,0.48821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pms_industrial/bcp/msp/normalized-par32-2-c.wcnf,2606.0,9115.0,0.2859,1.0,0.0,1.0,1.0,0.2859,0.00086,1.189,0.00044,0.009,0.00856,0.00086,0.38754,0.00038,0.00115,0.00077,0.69051,0.07752,0.5,0.97561,0.47561,0.57115,0.86655,0.0,1.0,1.0,0.2859,0.46967,1.0,0.00022,0.0,0.00022,0.00022,0.0,0.42885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pms_industrial/bcp/msp/normalized-par32-2.wcnf,6352.0,19781.0,0.32112,1.0,0.0,1.0,1.0,0.32112,0.00032,0.98352,0.00015,0.00415,0.00399,0.00032,0.4078,0.00016,0.00047,0.00031,0.63429,0.14221,0.33333,0.97561,0.64228,0.51833,0.96391,0.0,1.0,1.0,0.32824,0.6441,1.0,0.0001,0.0,0.0001,0.00015,5e-05,0.4888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pms_industrial/bcp/mtg/c1355_F1001gat-1048gat@1.wcnf,783.0,2564.0,0.03198,1.0,0.0,1.0,1.0,0.30538,0.00291,0.35427,0.00078,0.00858,0.0078,0.00291,0.36161,0.00128,0.04087,0.03959,0.42512,0.18289,0.2,0.7,0.5,0.40445,0.54177,0.0,1.0,1.0,0.04641,0.70632,0.98869,0.00231,0.0,0.00039,0.00702,0.00663,0.85101,451.905,0.024,0.029,0.034,0.396,NaN,NaN,0.018,NaN,NaN,3.633,0.022,0.305,0.062,0.061,471.649,4.757,0.027,415.971,0.308,0.021,0.024,NaN,0.024,0.034,0.105,408.228,7.17,0.031
pms_industrial/bcp/mtg/c1355_F1001gat@1.wcnf,909.0,3252.0,0.02522,1.0,0.0,1.0,1.0,0.27952,0.00264,0.46737,0.00062,0.008,0.00738,0.00264,0.33782,0.0011,0.0352,0.0341,0.42723,0.17811,0.25,0.73333,0.48333,0.41298,0.53232,0.0,1.0,1.0,0.03782,0.60117,0.9714,0.00193,0.0,0.00031,0.00584,0.00554,0.79274,NaN,0.065,0.056,0.068,58.713,NaN,NaN,0.123,NaN,NaN,170.161,0.039,28.58,0.11,0.097,NaN,NaN,0.045,NaN,43.553,0.042,0.052,NaN,0.053,0.273,22.092,NaN,NaN,0.316
pms_industrial/bcp/mtg/c1355_F1036gat-1229gat@1.wcnf,774.0,2496.0,0.03285,1.0,0.0,1.0,1.0,0.3101,0.00291,0.30719,0.0008,0.00721,0.00641,0.00291,0.36376,0.00129,0.04134,0.04005,0.42497,0.18415,0.22222,0.71429,0.49206,0.40338,0.54445,0.0,1.0,1.0,0.04848,0.72516,0.99319,0.00234,0.0,0.0004,0.00721,0.00681,0.86058,695.855,0.029,0.023,0.044,0.338,NaN,NaN,0.028,NaN,1032.581,32.985,0.023,1.367,0.084,0.068,625.843,1021.662,0.033,530.472,0.396,0.021,0.028,NaN,0.024,0.03,0.197,473.653,1427.268,0.071
pms_industrial/bcp/mtg/c1355_F106gat-409gat@1.wcnf,2192.0,10654.0,0.0077,1.0,0.0,1.0,1.0,0.20574,0.00125,0.48708,0.00038,0.00563,0.00526,0.00125,0.27066,0.00046,0.0146,0.01414,0.43439,0.16507,0.25,0.80769,0.55769,0.43244,0.50112,0.0,1.0,1.0,0.01455,0.3364,0.92698,0.00077,0.0,9e-05,0.00507,0.00497,0.66416,NaN,0.029,0.068,0.033,0.494,NaN,NaN,0.033,NaN,NaN,10.86,0.068,0.07,0.141,0.137,NaN,1.019,0.122,NaN,0.258,0.046,0.029,NaN,0.059,0.035,0.088,NaN,7.271,0.035
pms_industrial/bcp/mtg/c1355_F106gat@0.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.4357,0.16514,0.25,0.80769,0.55769,0.43388,0.49879,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,0.079,0.067,0.127,0.807,NaN,NaN,0.157,NaN,902.02,838.354,0.061,0.263,0.138,0.149,NaN,NaN,0.164,NaN,0.608,0.075,0.091,NaN,0.064,0.118,0.519,NaN,NaN,0.181
pms_industrial/bcp/mtg/c1355_F113gat-1260gat@1.wcnf,774.0,2496.0,0.03285,1.0,0.0,1.0,1.0,0.3101,0.00291,0.30815,0.0008,0.00721,0.00641,0.00291,0.36376,0.00129,0.04134,0.04005,0.42496,0.18387,0.22222,0.71429,0.49206,0.40338,0.54445,0.0,1.0,1.0,0.04848,0.72516,0.99319,0.00234,0.0,0.0004,0.00721,0.00681,0.86058,477.572,0.037,0.031,0.05,0.271,NaN,NaN,0.042,NaN,892.289,12.222,0.023,2.538,0.077,0.057,492.517,1239.427,0.035,364.968,0.417,0.02,0.038,NaN,0.026,0.052,2.213,368.327,1319.809,0.077
pms_industrial/bcp/mtg/c1355_F1150gat@0.wcnf,783.0,2540.0,0.03228,1.0,0.0,1.0,1.0,0.30827,0.00289,0.32661,0.00079,0.00748,0.00669,0.00289,0.36091,0.00128,0.04087,0.03959,0.42477,0.18834,0.16667,0.70588,0.53922,0.40413,0.54381,0.0,1.0,1.0,0.04724,0.71339,0.99331,0.00231,0.0,0.00039,0.00709,0.00669,0.85394,551.392,0.056,0.025,0.052,0.41,NaN,NaN,0.054,NaN,1514.562,5.812,0.022,1.477,0.079,0.083,566.494,1580.517,0.035,411.945,0.499,0.026,0.045,NaN,0.025,0.037,0.269,415.644,840.037,0.06
pms_industrial/bcp/mtg/c1355_F1183gat-1262gat@1.wcnf,774.0,2496.0,0.03285,1.0,0.0,1.0,1.0,0.3101,0.00291,0.30815,0.0008,0.00721,0.00641,0.00291,0.36376,0.00129,0.04134,0.04005,0.42496,0.18339,0.22222,0.71429,0.49206,0.40338,0.54445,0.0,1.0,1.0,0.04848,0.72516,0.99319,0.00234,0.0,0.0004,0.00721,0.00681,0.86058,142.614,0.008,0.004,0.006,0.518,NaN,NaN,0.001,NaN,NaN,0.186,0.018,0.005,0.037,0.039,138.98,0.158,0.014,125.105,0.761,0.012,0.009,NaN,0.011,0.009,0.019,118.777,0.995,0.01
pms_industrial/bcp/mtg/c1355_F120gat-414gat@1.wcnf,2192.0,10654.0,0.0077,1.0,0.0,1.0,1.0,0.20574,0.00125,0.48708,0.00038,0.00563,0.00526,0.00125,0.27066,0.00046,0.0146,0.01414,0.43439,0.16507,0.25,0.80769,0.55769,0.43244,0.50112,0.0,1.0,1.0,0.01455,0.3364,0.92698,0.00077,0.0,9e-05,0.00507,0.00497,0.66416,NaN,0.032,0.045,0.032,0.284,NaN,NaN,0.024,NaN,NaN,9.676,0.058,0.287,0.115,0.145,NaN,1.594,0.113,NaN,0.162,0.07,0.033,NaN,0.064,0.031,0.082,NaN,7.15,0.042
pms_industrial/bcp/mtg/c1355_F1229gat@1.wcnf,774.0,2496.0,0.03285,1.0,0.0,1.0,1.0,0.3101,0.00291,0.30791,0.0008,0.00721,0.00641,0.00291,0.36376,0.00129,0.04134,0.04005,0.42493,0.18342,0.22222,0.71429,0.49206,0.40338,0.54445,0.0,1.0,1.0,0.04848,0.72516,0.99319,0.00234,0.0,0.0004,0.00721,0.00681,0.86058,433.671,0.007,0.0,0.005,23.67,NaN,NaN,0.001,NaN,NaN,0.082,0.015,0.002,0.042,0.032,441.328,0.164,0.02,249.641,0.556,0.012,0.006,NaN,0.016,0.006,0.014,248.474,1.036,0.01
pms_industrial/bcp/mtg/c1355_F127gat-418gat@1.wcnf,2192.0,10654.0,0.0077,1.0,0.0,1.0,1.0,0.20574,0.00125,0.48708,0.00038,0.00563,0.00526,0.00125,0.27066,0.00046,0.0146,0.01414,0.43439,0.16507,0.25,0.80769,0.55769,0.43244,0.50112,0.0,1.0,1.0,0.01455,0.3364,0.92698,0.00077,0.0,9e-05,0.00507,0.00497,0.66416,NaN,0.04,0.049,0.048,0.665,NaN,NaN,0.034,NaN,NaN,11.211,0.059,0.047,0.128,0.112,NaN,1.123,0.121,NaN,0.198,0.049,0.046,NaN,0.063,0.028,0.084,NaN,7.382,0.031
pms_industrial/bcp/mtg/c1355_F141gat@0.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.4357,0.16514,0.25,0.80769,0.55769,0.43388,0.49879,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,0.101,0.066,0.109,0.745,NaN,NaN,0.126,NaN,NaN,1018.671,0.051,0.473,0.159,0.14,NaN,NaN,0.168,NaN,0.44,0.052,0.093,NaN,0.079,0.089,0.691,NaN,NaN,0.081
pms_industrial/bcp/mtg/c1355_F155gat@1.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.43571,0.16509,0.25,0.80769,0.55769,0.43388,0.49879,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,0.089,0.078,0.172,1.219,NaN,NaN,0.173,NaN,1538.252,1143.997,0.079,0.477,0.15,0.183,NaN,NaN,0.155,NaN,0.638,0.047,0.08,NaN,0.079,0.059,0.519,NaN,NaN,0.133
pms_industrial/bcp/mtg/c1355_F176gat-1278gat@1.wcnf,774.0,2496.0,0.03285,1.0,0.0,1.0,1.0,0.3101,0.00291,0.30815,0.0008,0.00721,0.00641,0.00291,0.36376,0.00129,0.04134,0.04005,0.42496,0.18387,0.22222,0.71429,0.49206,0.40338,0.54445,0.0,1.0,1.0,0.04848,0.72516,0.99319,0.00234,0.0,0.0004,0.00721,0.00681,0.86058,404.21,0.036,0.023,0.039,0.428,NaN,NaN,0.047,NaN,784.437,4.32,0.023,2.998,0.072,0.083,410.854,1283.14,0.029,358.056,0.627,0.021,0.036,NaN,0.025,0.038,3.789,355.579,1078.133,0.09
pms_industrial/bcp/mtg/c1355_F183gat@0.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.4357,0.16514,0.25,0.80769,0.55769,0.43388,0.49879,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,0.104,0.055,0.091,0.913,NaN,NaN,0.086,NaN,NaN,649.729,0.086,1.315,0.186,0.162,NaN,NaN,0.183,NaN,0.891,0.052,0.076,NaN,0.075,0.067,0.713,NaN,NaN,0.134
pms_industrial/bcp/mtg/c1355_F197gat-308gat@1.wcnf,2267.0,11190.0,0.00733,1.0,0.0,1.0,1.0,0.20259,0.00122,0.4749,0.00036,0.00536,0.005,0.00122,0.26575,0.00044,0.01412,0.01367,0.43535,0.16663,0.125,0.80769,0.68269,0.43362,0.49952,0.0,1.0,1.0,0.01349,0.32216,0.92332,0.00074,0.0,9e-05,0.00483,0.00474,0.65541,NaN,0.048,0.059,0.037,0.242,NaN,NaN,0.023,NaN,NaN,36.502,0.072,0.066,0.142,0.126,NaN,1100.701,0.136,NaN,0.513,0.055,0.039,NaN,0.068,0.033,0.097,NaN,1219.297,0.039
pms_industrial/bcp/mtg/c1355_F1gat@0.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.4357,0.16514,0.25,0.80769,0.55769,0.43388,0.4988,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,0.125,0.086,0.09,1.201,NaN,NaN,0.087,NaN,1462.583,746.269,0.055,4.966,0.171,0.162,NaN,NaN,0.181,NaN,1.116,0.051,0.095,NaN,0.073,0.099,0.52,NaN,NaN,0.181
pms_industrial/bcp/mtg/c1355_F43gat@1.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.43571,0.16509,0.25,0.80769,0.55769,0.43388,0.49879,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,0.08,0.055,0.088,1.28,NaN,NaN,0.095,NaN,1327.375,926.517,0.052,0.704,0.149,0.152,NaN,1565.798,0.16,NaN,0.631,0.075,0.089,NaN,0.069,0.082,0.586,NaN,NaN,0.127
pms_industrial/bcp/mtg/c1355_F50gat@1.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.43571,0.16509,0.25,0.80769,0.55769,0.43388,0.49879,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,0.077,0.069,0.13,1.529,NaN,NaN,0.109,NaN,1083.383,96.091,0.053,1.418,0.132,0.148,NaN,NaN,0.167,NaN,1.406,0.053,0.09,NaN,0.074,0.089,0.379,NaN,NaN,0.18
pms_industrial/bcp/mtg/c1355_F543gat@1.wcnf,2258.0,11104.0,0.00738,1.0,0.0,1.0,1.0,0.20335,0.00122,0.47835,0.00036,0.0054,0.00504,0.00122,0.26651,0.00044,0.01417,0.01373,0.4352,0.16801,0.11111,0.80769,0.69658,0.4335,0.50001,0.0,1.0,1.0,0.01369,0.32448,0.92417,0.00074,0.0,9e-05,0.00486,0.00477,0.65643,NaN,0.042,0.068,0.032,0.703,NaN,NaN,0.022,NaN,NaN,NaN,0.059,0.101,0.107,0.133,NaN,6.446,0.139,NaN,0.542,0.046,0.039,NaN,0.069,0.036,0.097,NaN,526.684,0.034
pms_industrial/bcp/mtg/c1355_F57gat@1.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.43571,0.16509,0.25,0.80769,0.55769,0.43388,0.49879,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,0.09,0.06,0.087,1.29,NaN,NaN,0.084,NaN,1487.367,113.942,0.068,1.598,0.155,0.176,NaN,NaN,0.184,NaN,0.682,0.066,0.111,NaN,0.066,0.062,0.619,NaN,NaN,0.079
pms_industrial/bcp/mtg/c1355_F71gat@1.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.43571,0.16509,0.25,0.80769,0.55769,0.43388,0.49879,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,0.1,0.071,0.146,1.441,NaN,NaN,0.103,NaN,1358.91,998.994,0.056,0.392,0.215,0.171,NaN,NaN,0.188,NaN,0.719,0.066,0.094,NaN,0.07,0.063,0.608,NaN,NaN,0.165
pms_industrial/bcp/mtg/c3540_F20@1.wcnf,7598.0,41412.0,0.00241,1.0,0.0,1.0,1.0,0.18347,0.00037,0.41535,5e-05,0.00184,0.00179,0.00037,0.25533,0.00013,0.0029,0.00276,0.43852,0.16381,0.21429,0.84,0.62571,0.43421,0.48735,0.0,1.0,1.0,0.00577,0.26777,0.91225,0.00023,0.0,2e-05,0.00174,0.00171,0.65071,NaN,0.557,0.193,0.243,6.478,NaN,NaN,0.195,NaN,8.57,431.203,0.257,1.288,0.433,0.841,NaN,24.722,0.8,NaN,3.989,0.345,0.477,NaN,0.798,0.298,7.474,NaN,73.542,0.157
pms_industrial/bcp/mtg/c3540_F41@1.wcnf,6034.0,29519.0,0.00339,1.0,0.0,1.0,1.0,0.20441,0.00046,0.44834,7e-05,0.00251,0.00244,0.00046,0.26054,0.00017,0.00365,0.00348,0.43695,0.17288,0.16667,0.83871,0.67204,0.43294,0.49302,0.0,1.0,1.0,0.00874,0.34696,0.92036,0.00029,0.0,3e-05,0.00237,0.00234,0.68007,NaN,0.301,0.114,0.274,8.422,NaN,NaN,0.126,458.334,9.919,269.875,0.296,0.526,0.548,0.527,NaN,12.734,0.495,NaN,2.458,0.301,0.324,458.6,0.442,0.16,4.054,NaN,35.565,0.123
