Instances,feature_ stats_varcount,feature_ stats_var_bool,feature_ stats_var_discrete,feature_ stats_var_bound,feature_ stats_var_sparsebound,feature_ stats_dom_0,feature_ stats_dom_25,feature_ stats_dom_50,feature_ stats_dom_75,feature_ stats_dom_100,feature_ stats_dom_mean,feature_ stats_dom_not2_2_ratio,feature_ stats_discrete_bool_ratio,feature_ stats_branchingvars,feature_ stats_auxvars,feature_ stats_auxvar_branching_ratio,feature_ stats_conscount,feature_ stats_arity_0,feature_ stats_arity_25,feature_ stats_arity_50,feature_ stats_arity_75,feature_ stats_arity_100,feature_ stats_arity_mean,feature_ stats_arity_mean_normalised,feature_ stats_cts_per_var_mean,feature_ stats_cts_per_var_mean_normalised,feature_ stats_alldiff_count,feature_ stats_alldiff_proportion,feature_ stats_sums_count,feature_ stats_sums_proportion,feature_ stats_or_atleastk_count,feature_ stats_or_atleastk_proportion,feature_ stats_ternary_count,feature_ stats_ternary_proportion,feature_ stats_binary_count,feature_ stats_binary_proportion,feature_ stats_reify_count,feature_ stats_reify_proportion,feature_ stats_table_count,feature_ stats_table_proportion,feature_ stats_lex_count,feature_ stats_lex_proportion,feature_ stats_unary_count,feature_ stats_unary_proportion,feature_ stats_nullary_count,feature_ stats_nullary_proportion,feature_ stats_element_count,feature_ stats_element_proportion,feature_ stats_minmax_count,feature_ stats_minmax_proportion,feature_ stats_occurrence_count,feature_ stats_occurrence_proportion,feature_ stats_multi_shared_vars,feature_ stats_edge_density,feature_ stats_Local_Variance,feature_ standard_deviation_of_node_degree,feature_ normalised_standard_deviation_of_node_degree,feature_ clustering_coefficient,feature_ minimum_degree,feature_ normalised_minimum_degree,feature_ maximum_degree,feature_ normalised_maximum_degree,feature_ median_degree,feature_ normalised_median_degree,feature_ mean_degree,feature_ normalised_mean_degree,feature_ width_of_ordering,feature_ normalised_width_of_ordering,feature_ width_of_graph,feature_ normalised_width_of_graph,feature_ SAC_literals,feature_ normalised_SAC_literals,feature_ stats_tightness_0,feature_ stats_tightness_25,feature_ stats_tightness_50,feature_ stats_tightness_75,feature_ stats_tightness_100,feature_ stats_tightness_mean,feature_ stats_tightness_mean_normalised,feature_ stats_literal_tightness_0,feature_ stats_literal_tightness_25,feature_ stats_literal_tightness_50,feature_ stats_literal_tightness_75,feature_ stats_literal_tightness_100,feature_ stats_literal_tightness_mean,feature_ stats_literal_tightness_coeff_of_variation,algo_standard,algo_learning
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,106.0,0.0,106.0,0.0,0.0,1.0,9.0,11.0,13.0,15.0,10.754717,52.0,0.0,106.0,0.0,0.0,1360.0,1.0,1.0,1.0,2.0,2.0,1.447059,0.013651,18.566038,0.013651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,0.447059,0.0,0.0,752.0,0.552941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109254,0.811536,2.0,18.0,65.0,87.0,223.0,58.970588,0.043361,1.100664869134735,0.01038363084089373,0.4329616923956547,4.0,0.03773584905660377,13.0,0.1226415094339623,12.0,0.1132075471698113,11.47169811320755,0.1082235671057316,12.0,0.1132075471698113,10.0,0.09433962264150944,1.0,0.0009671179883945841,0.0,4.125,4.761905,5.263158,11.769231,4.566959,0.339658,0.302954,0.304953
bqwh-15-106-69_glb.xml.minion.conv.minion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.484848,19.769231,24.181818,30.666667,94.0,26.036109,0.403303,0.171973,0.207968
bqwh-15-106-6_glb.xml.minion.conv.minion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.591837,20.222222,23.666667,30.555556,94.333333,26.502996,0.43147,0.176972,0.196969
bqwh-15-106-70_glb.xml.minion.conv.minion,106.0,0.0,106.0,0.0,0.0,2.0,7.0,10.0,12.0,15.0,9.358491,105.0,0.0,106.0,0.0,0.0,632.0,1.0,1.0,1.0,1.0,8.0,1.287975,0.012151,7.679245,0.012151,30.0,0.047468,0.0,0.0,0.0,0.0,0.0,0.0,602.0,0.952532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115723,0.403611,57.0,80.0,92.0,108.0,954.0,137.696203,0.217874,0.383441536469841,0.003617372985564538,0.4555350310067291,12.0,0.1132075471698113,14.0,0.1320754716981132,12.0,0.1132075471698113,12.15094339622642,0.1146315414738341,13.0,0.1226415094339623,12.0,0.1132075471698113,4.0,0.004514672686230248,6.8,22.0,27.3,35.125,95.333333,30.363262,0.44154,0.172974,0.189971
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,106.0,0.0,106.0,0.0,0.0,2.0,7.0,9.0,12.0,14.0,9.377358,105.0,0.0,106.0,0.0,0.0,1206.0,1.0,1.0,2.0,2.0,2.0,1.507463,0.014221,17.150943,0.014221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,0.507463,0.0,0.0,594.0,0.492537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109973,0.81488,2.0,22.0,68.0,98.0,324.0,65.413765,0.05424,1.010623527610723,0.00953418422274267,0.4332523870259719,8.0,0.07547169811320754,13.0,0.1226415094339623,12.0,0.1132075471698113,11.54716981132075,0.108935564257743,12.0,0.1132075471698113,9.0,0.08490566037735849,0.0,0.0,0.0,4.545455,5.0,5.882353,14.666667,5.125368,0.370909,0.187971,0.206968
bqwh-15-106-71_glb.xml.minion.conv.minion,106.0,0.0,106.0,0.0,0.0,2.0,7.0,9.0,12.0,14.0,9.377358,105.0,0.0,106.0,0.0,0.0,624.0,1.0,1.0,1.0,1.0,8.0,1.291667,0.012186,7.603774,0.012186,30.0,0.048077,0.0,0.0,0.0,0.0,0.0,0.0,594.0,0.951923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115723,0.407097,58.0,80.0,95.0,109.0,981.0,137.113782,0.219734,0.3579936973775524,0.003377299031863702,0.4556010027708141,12.0,0.1132075471698113,13.0,0.1226415094339623,12.0,0.1132075471698113,12.15094339622642,0.1146315414738341,12.0,0.1132075471698113,12.0,0.1132075471698113,33.0,0.037162162162162164,7.97561,22.333333,27.6,37.0,98.0,31.309206,0.470717,0.19097,0.19297
bqwh-15-106-72_glb.xml.minion.conv.minion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.615385,20.666667,25.454545,34.0,96.333333,29.304639,0.488962,0.170973,0.192971
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,106.0,0.0,106.0,0.0,0.0,1.0,7.0,10.0,13.0,15.0,9.566038,105.0,0.0,106.0,0.0,0.0,1221.0,1.0,1.0,1.0,2.0,2.0,1.471744,0.013884,16.95283,0.013884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,0.471744,0.0,0.0,645.0,0.528256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103504,0.814376,3.0,21.0,68.0,89.0,335.0,63.563473,0.052059,1.473511219861844,0.01390104924397966,0.4112613277707617,7.0,0.0660377358490566,13.0,0.1226415094339623,11.0,0.1037735849056604,10.86792452830189,0.1025275898896404,11.0,0.1037735849056604,8.0,0.07547169811320754,12.0,0.013215859030837005,0.526316,4.347826,5.0,5.705882,12.5,4.906595,0.325637,0.216966,0.228965
bqwh-15-106-73_glb.xml.minion.conv.minion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.824561,21.428571,26.4,31.333333,95.333333,28.832516,0.444994,0.191972,0.190971
bqwh-15-106-74_glb.xml.minion.conv.minion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.5,22.333333,27.4,35.5,98.5,30.308099,0.416341,0.170974,0.19597
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,106.0,0.0,106.0,0.0,0.0,2.0,8.0,12.0,13.0,15.0,10.537736,105.0,0.0,106.0,0.0,0.0,1327.0,1.0,1.0,1.0,2.0,2.0,1.464205,0.013813,18.330189,0.013813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0,0.464205,0.0,0.0,711.0,0.535795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110692,0.812895,1.0,22.0,67.0,84.0,335.0,59.77468,0.045045,1.102765222354902,0.01040344549391417,0.4386567311095613,7.0,0.0660377358490566,14.0,0.1320754716981132,12.0,0.1132075471698113,11.62264150943396,0.1096475614097544,12.0,0.1132075471698113,9.0,0.08490566037735849,6.0,0.005934718100890208,0.5,4.045455,4.761905,5.263158,10.090909,4.576623,0.30752,0.51592,0.227966
bqwh-15-106-75_glb.xml.minion.conv.minion,106.0,0.0,106.0,0.0,0.0,2.0,8.0,12.0,13.0,15.0,10.537736,105.0,0.0,106.0,0.0,0.0,741.0,1.0,1.0,1.0,1.0,8.0,1.245614,0.011751,8.707547,0.011751,30.0,0.040486,0.0,0.0,0.0,0.0,0.0,0.0,711.0,0.959514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115723,0.359923,57.0,72.0,86.0,102.0,961.0,122.022942,0.164673,0.383441536469841,0.003617372985564538,0.4555350310067291,12.0,0.1132075471698113,14.0,0.1320754716981132,12.0,0.1132075471698113,12.15094339622642,0.1146315414738341,12.0,0.1132075471698113,12.0,0.1132075471698113,9.0,0.008902077151335312,6.333333,21.125,24.727273,30.333333,92.666667,26.989747,0.404759,0.186972,0.19497
bqwh-15-106-76_glb.xml.minion.conv.minion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0,22.75,28.3,35.625,95.5,30.294002,0.396721,0.170974,0.196969
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,106.0,0.0,106.0,0.0,0.0,1.0,6.0,8.0,10.0,14.0,8.018868,52.0,0.0,106.0,0.0,0.0,1070.0,1.0,1.0,2.0,2.0,2.0,1.554206,0.014662,15.688679,0.014662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,0.554206,0.0,0.0,477.0,0.445794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106559,0.814681,4.0,27.0,63.0,106.0,694.0,72.496262,0.067754,1.428240820209476,0.01347397000197619,0.421498993668805,7.0,0.0660377358490566,14.0,0.1320754716981132,12.0,0.1132075471698113,11.18867924528302,0.1055535777856889,13.0,0.1226415094339623,8.0,0.07547169811320754,42.0,0.056451612903225805,0.0,4.761905,5.555556,6.666667,20.083333,5.665046,0.405439,0.19497,0.202969
bqwh-15-106-77_glb.xml.minion.conv.minion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.888889,25.363636,31.555556,44.5,98.333333,35.64824,0.41932,0.170974,0.18997
bqwh-15-106-78_glb.xml.minion.conv.minion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.916667,21.833333,26.285714,34.75,96.666667,29.077767,0.406999,0.172973,0.19397
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,106.0,0.0,106.0,0.0,0.0,1.0,7.0,10.0,12.0,15.0,9.40566,105.0,0.0,106.0,0.0,0.0,1222.0,1.0,1.0,1.0,2.0,2.0,1.481997,0.013981,17.084906,0.013981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,0.481997,0.0,0.0,633.0,0.518003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10584,0.815261,3.0,21.0,68.0,89.0,940.0,65.546645,0.053639,1.609645189527635,0.0151853319766758,0.4235991995425958,4.0,0.03773584905660377,14.0,0.1320754716981132,12.0,0.1132075471698113,11.11320754716981,0.1048415806336775,12.0,0.1132075471698113,8.0,0.07547169811320754,32.0,0.03591470258136925,0.142857,4.347826,5.0,5.555556,16.666667,5.053668,0.414655,0.188971,0.206967
bqwh-15-106-79_glb.xml.minion.conv.minion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.166667,21.692308,26.428571,33.75,95.333333,29.372429,0.442842,0.178974,0.193971
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,106.0,0.0,106.0,0.0,0.0,1.0,7.0,9.0,12.0,15.0,9.245283,34.333333,0.0,106.0,0.0,0.0,1181.0,1.0,1.0,1.0,2.0,2.0,1.492803,0.014083,16.632075,0.014083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,0.492803,0.0,0.0,599.0,0.507197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104582,0.815281,0.0,23.0,65.0,96.0,243.0,64.8442,0.054906,1.607653464463456,0.01516654211757978,0.4197870787493429,3.0,0.02830188679245283,13.0,0.1226415094339623,11.0,0.1037735849056604,10.9811320754717,0.1035955856176575,11.0,0.1037735849056604,8.0,0.07547169811320754,5.0,0.005720823798627002,0.315789,4.545455,5.263158,5.882353,12.5,5.06145,0.303915,0.418936,0.426934
bqwh-15-106-7_glb.xml.minion.conv.minion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.428571,21.75,27.8,36.6,97.0,30.910595,0.435496,0.192971,0.194971
bqwh-15-106-80_glb.xml.minion.conv.minion,106.0,0.0,106.0,0.0,0.0,2.0,8.0,11.0,13.0,15.0,10.103774,34.333333,0.0,106.0,0.0,0.0,731.0,1.0,1.0,1.0,1.0,8.0,1.248974,0.011783,8.613208,0.011783,30.0,0.04104,0.0,0.0,0.0,0.0,0.0,0.0,701.0,0.95896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115723,0.363999,57.0,72.0,87.0,102.0,959.0,123.253078,0.168609,0.383441536469841,0.003617372985564538,0.4555350310067291,12.0,0.1132075471698113,14.0,0.1320754716981132,12.0,0.1132075471698113,12.15094339622642,0.1146315414738341,12.0,0.1132075471698113,12.0,0.1132075471698113,65.0,0.06735751295336788,8.176471,20.076923,24.272727,31.0,92.0,27.336945,0.473683,0.171973,0.19597
bqwh-15-106-81_ext.xml.minion.converted.minion.gz,106.0,0.0,106.0,0.0,0.0,2.0,7.0,10.0,13.0,15.0,9.622642,34.333333,0.0,106.0,0.0,0.0,1233.0,1.0,1.0,1.0,2.0,2.0,1.479319,0.013956,17.207547,0.013956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,0.479319,0.0,0.0,642.0,0.520681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106199,0.814812,2.0,22.0,68.0,88.0,767.0,64.563666,0.052363,1.257374119361973,0.01186201999398087,0.4202986217137161,8.0,0.07547169811320754,14.0,0.1320754716981132,11.0,0.1037735849056604,11.15094339622642,0.1051975792096832,12.0,0.1132075471698113,8.0,0.07547169811320754,11.0,0.012035010940919038,0.263158,4.347826,5.0,5.882353,18.181818,4.976677,0.38558,0.292956,0.267959
bqwh-15-106-81_glb.xml.minion.conv.minion,106.0,0.0,106.0,0.0,0.0,2.0,7.0,10.0,13.0,15.0,9.622642,34.333333,0.0,106.0,0.0,0.0,672.0,1.0,1.0,1.0,1.0,8.0,1.270833,0.011989,8.056604,0.011989,30.0,0.044643,0.0,0.0,0.0,0.0,0.0,0.0,642.0,0.955357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115723,0.386553,57.0,75.0,90.0,106.0,978.0,131.735119,0.196034,0.383441536469841,0.003617372985564538,0.4555350310067291,12.0,0.1132075471698113,14.0,0.1320754716981132,12.0,0.1132075471698113,12.15094339622642,0.1146315414738341,12.0,0.1132075471698113,12.0,0.1132075471698113,128.0,0.1400437636761488,7.7,21.375,25.857143,33.0,98.0,29.33925,0.472532,0.172973,0.19097
bqwh-15-106-83_ext.xml.minion.converted.minion.gz,106.0,0.0,106.0,0.0,0.0,1.0,8.0,10.0,12.0,14.0,9.575472,105.0,0.0,106.0,0.0,0.0,1229.0,1.0,1.0,1.0,2.0,2.0,1.490643,0.014063,17.283019,0.014063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,0.490643,0.0,0.0,626.0,0.509357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108356,0.814694,2.0,22.0,69.0,90.0,243.0,64.053702,0.052119,1.430482371398103,0.01349511671130286,0.4285768215013498,5.0,0.04716981132075472,14.0,0.1320754716981132,12.0,0.1132075471698113,11.37735849056604,0.1073335706657173,13.0,0.1226415094339623,9.0,0.08490566037735849,0.0,0.0,0.666667,4.545455,5.230769,5.882353,13.0,5.05053,0.340874,0.263959,0.25696
bqwh-15-106-83_glb.xml.minion.conv.minion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.333333,22.25,26.7,34.875,96.0,29.879695,0.454079,0.185972,0.19297
bqwh-15-106-84_glb.xml.minion.conv.minion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.307692,21.692308,27.0,31.111111,95.5,28.733109,0.436242,0.171973,0.193971
bqwh-15-106-85_ext.xml.minion.converted.minion.gz,106.0,0.0,106.0,0.0,0.0,2.0,7.0,10.0,13.0,15.0,9.792453,105.0,0.0,106.0,0.0,0.0,1249.0,1.0,1.0,1.0,2.0,2.0,1.472378,0.01389,17.349057,0.01389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,0.472378,0.0,0.0,659.0,0.527622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10602,0.814083,2.0,21.0,67.0,88.0,335.0,62.892714,0.050354,1.387786833844022,0.01309232862117002,0.4182862211164098,5.0,0.04716981132075472,14.0,0.1320754716981132,12.0,0.1132075471698113,11.13207547169811,0.1050195799216803,13.0,0.1226415094339623,8.0,0.07547169811320754,5.0,0.00536480686695279,0.6,4.347826,4.761905,5.882353,13.0,4.910202,0.360049,0.293955,0.296954
bqwh-15-106-85_glb.xml.minion.conv.minion,106.0,0.0,106.0,0.0,0.0,2.0,7.0,10.0,13.0,15.0,9.792453,105.0,0.0,106.0,0.0,0.0,689.0,1.0,1.0,1.0,1.0,8.0,1.264151,0.011926,8.216981,0.011926,30.0,0.043541,0.0,0.0,0.0,0.0,0.0,0.0,659.0,0.956459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115723,0.379847,57.0,71.0,88.0,106.0,965.0,127.597968,0.185193,0.383441536469841,0.003617372985564538,0.4555350310067291,12.0,0.1132075471698113,14.0,0.1320754716981132,12.0,0.1132075471698113,12.15094339622642,0.1146315414738341,13.0,0.1226415094339623,12.0,0.1132075471698113,44.0,0.04721030042918455,7.758621,20.153846,24.636364,33.875,98.0,28.85704,0.523888,0.171974,0.198969
bqwh-15-106-86_glb.xml.minion.conv.minion,106.0,0.0,106.0,0.0,0.0,2.0,9.0,11.0,13.0,15.0,10.575472,105.0,0.0,106.0,0.0,0.0,752.0,1.0,1.0,1.0,1.0,8.0,1.242021,0.011717,8.811321,0.011717,30.0,0.039894,0.0,0.0,0.0,0.0,0.0,0.0,722.0,0.960106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115723,0.356301,57.0,71.0,86.0,98.0,968.0,119.974734,0.159541,0.383441536469841,0.003617372985564538,0.4555350310067291,12.0,0.1132075471698113,14.0,0.1320754716981132,12.0,0.1132075471698113,12.15094339622642,0.1146315414738341,13.0,0.1226415094339623,12.0,0.1132075471698113,2.0,0.0019704433497536944,7.724138,20.153846,24.181818,30.166667,95.333333,26.575308,0.449664,0.181972,0.193971
bqwh-15-106-87_ext.xml.minion.converted.minion.gz,106.0,0.0,106.0,0.0,0.0,1.0,9.0,10.0,13.0,15.0,10.349057,52.0,0.0,106.0,0.0,0.0,1303.0,1.0,1.0,1.0,2.0,2.0,1.444359,0.013626,17.754717,0.013626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,0.444359,0.0,0.0,724.0,0.555641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104043,0.8119,1.0,20.0,67.0,88.0,335.0,60.975441,0.046796,1.59420006087839,0.01503962321583387,0.4163552380533513,6.0,0.05660377358490566,14.0,0.1320754716981132,11.0,0.1037735849056604,10.92452830188679,0.103061587753649,12.0,0.1132075471698113,8.0,0.07547169811320754,4.0,0.004036326942482341,0.384615,4.166667,4.761905,5.555556,10.052632,4.718784,0.332644,0.237964,0.236964
