Instances,feature_ DIAMETERmean,feature_ DIAMETERcoeffvariation,feature_ DIAMETERmin,feature_ DIAMETERmax,feature_ DIAMETERentropy,feature_ LOBJOISlobjoismeandepthovervars,feature_ LOBJOISlobjoislognumnodesovervars,feature_ BASEnvarsOrig,feature_ BASEnclausesOrig,feature_ BASEnvars,feature_ BASEnclauses,feature_ BASEreducedVars,feature_ BASEreducedClauses,feature_ BASEvarsclausesratio,feature_ BASEPOSNEGRATIOCLAUSEmean,feature_ BASEPOSNEGRATIOCLAUSEcoeffvariation,feature_ BASEPOSNEGRATIOCLAUSEmin,feature_ BASEPOSNEGRATIOCLAUSEmax,feature_ BASEPOSNEGRATIOCLAUSEentropy,feature_ BASEVCGCLAUSEmean,feature_ BASEVCGCLAUSEcoeffvariation,feature_ BASEVCGCLAUSEmin,feature_ BASEVCGCLAUSEmax,feature_ BASEVCGCLAUSEentropy,feature_ BASEUNARY,feature_ BASEBINARY+,feature_ BASETRINARY+,feature_ BASEVCGVARmean,feature_ BASEVCGVARcoeffvariation,feature_ BASEVCGVARmin,feature_ BASEVCGVARmax,feature_ BASEVCGVARentropy,feature_ BASEPOSNEGRATIOVARmean,feature_ BASEPOSNEGRATIOVARstdev,feature_ BASEPOSNEGRATIOVARmin,feature_ BASEPOSNEGRATIOVARmax,feature_ BASEPOSNEGRATIOVARentropy,feature_ BASEHORNYVARmean,feature_ BASEHORNYVARcoeffvariation,feature_ BASEHORNYVARmin,feature_ BASEHORNYVARmax,feature_ BASEHORNYVARentropy,feature_ BASEhornclausesfraction,feature_ BASEVGmean,feature_ BASEVGcoeffvariation,feature_ BASEVGmin,feature_ BASEVGmax,feature_ BASECGmean,feature_ BASECGcoeffvariation,feature_ BASECGmin,feature_ BASECGmax,feature_ BASECGentropy,feature_ BASEclustercoeffmean,feature_ BASEclustercoeffcoeffvariation,feature_ BASEclustercoeffmin,feature_ BASEclustercoeffmax,feature_ BASEclustercoeffentropy,feature_ UNITvarsreduceddepth1,feature_ UNITvarsreduceddepth4,feature_ UNITvarsreduceddepth16,feature_ UNITvarsreduceddepth64,feature_ UNITvarsreduceddepth256,feature_ SPbiasmean,feature_ SPbiascoeffvariation,feature_ SPbiasmin,feature_ SPbiasmax,feature_ SPbiasq90,feature_ SPbiasq10,feature_ SPbiasq75,feature_ SPbiasq25,feature_ SPbiasq50,feature_ SPunconstraintmean,feature_ SPunconstraintcoeffvariation,feature_ SPunconstraintmin,feature_ SPunconstraintmax,feature_ SPunconstraintq90,feature_ SPunconstraintq10,feature_ SPunconstraintq75,feature_ SPunconstraintq25,feature_ SPunconstraintq50,feature_ LSsaps_BestSolution_Mean,feature_ LSsaps_BestSolution_CoeffVariance,feature_ LSsaps_FirstLocalMinStep_Mean,feature_ LSsaps_FirstLocalMinStep_CoeffVariance,feature_ LSsaps_FirstLocalMinStep_Median,feature_ LSsaps_FirstLocalMinStep_Q.10,feature_ LSsaps_FirstLocalMinStep_Q.90,feature_ LSsaps_BestAvgImprovement_Mean,feature_ LSsaps_BestAvgImprovement_CoeffVariance,feature_ LSsaps_FirstLocalMinRatio_Mean,feature_ LSsaps_FirstLocalMinRatio_CoeffVariance,feature_ LSgsat_BestSolution_Mean,feature_ LSgsat_BestSolution_CoeffVariance,feature_ LSgsat_FirstLocalMinStep_Mean,feature_ LSgsat_FirstLocalMinStep_CoeffVariance,feature_ LSgsat_FirstLocalMinStep_Median,feature_ LSgsat_FirstLocalMinStep_Q.10,feature_ LSgsat_FirstLocalMinStep_Q.90,feature_ LSgsat_BestAvgImprovement_Mean,feature_ LSgsat_BestAvgImprovement_CoeffVariance,feature_ LSgsat_FirstLocalMinRatio_Mean,feature_ LSgsat_FirstLocalMinRatio_CoeffVariance,feature_ LP_OBJ,feature_ LPSLackmean,feature_ LPSLackcoeffvariation,feature_ LPSLackmin,feature_ LPSLackmax,feature_ LPlpIntRatio,algo_CTSat+default,algo_CTSat_noproof+default,algo_CaDiCaL-sc2020+default,algo_DurianSat+default,algo_ExMapleLCMDistChronoBT+PADC_DL,algo_ExMapleLCMDistChronoBT+PADC_DL_OVAU_Exp,algo_ExMapleLCMDistChronoBT+PADC_DL_OVAU_Lin,algo_ExMapleLCMDistChronoBT+PSIDS_DL,algo_GlucoseEsbpSel+default,algo_Kissat-sc2020-default+default,algo_Kissat-sc2020-sat+default,algo_Kissat-sc2020-unsat+default,algo_MLCMDCHRONOBT-DL-V2.2SCAVELRFV+default,algo_MLCMDChronoBT-DL-Scavel+default,algo_Maple-LCM-Dist-alluip-trail+default,algo_MapleCOMSPS_LRB_VSIDS_2+LRB_VSIDS_2_init,algo_MapleCOMSPS_LRB_VSIDS_2+default_drup,algo_MapleLCMDistChronoBT-DL-Scavel01+default,algo_MapleLCMDistChronoBT-DL-Scavel02+default,algo_MapleLCMDistChronoBT-DL-f2trc+default,algo_MapleLCMDistChronoBT-DL-v3+default,algo_MapleLCMDistChronoBT-f2trc+default,algo_MapleLCMDistChronoBT-f2trc-s+default,algo_Maple_CM+dist+default,algo_Maple_CM+dist+sattime2s+-+default,algo_Maple_CM+dist+simp2--+default,algo_Maple_CMused+dist+default,algo_Maple_mix+default,algo_Maple_simp+default,algo_ParaFROST+default,algo_ParaFROST_ALL+default,algo_ParaFROST_CBT+default,algo_ParaFROST_HRE+default,algo_PauSat+default,algo_PauSat_noproof+default,algo_PauSat_noproof+noproof,algo_Relaxed_LCMDCBDL+default,algo_Relaxed_LCMDCBDL_newTech+default,algo_Relaxed_LCMDCBDL_noTimePara+default,algo_Riss+NOUNSAT_proof-fixed,algo_Riss+default_proof,algo_Riss-nolimit+NOLIMIT,algo_SLIME+default,algo_SLIME+default-no-drup,algo_Top16-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Top24-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Top36-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_abcdsat_n20+default,algo_cadical-alluip+default,algo_cadical-alluip-trail+default,algo_cadical-trail+default,algo_cryptominisat-ccnr+default,algo_cryptominisat-ccnr-lsids+default,algo_cryptominisat-ccnr-lsids-nolimits+default,algo_cryptominisat-ccnr-nolimits+default,algo_cryptominisat-walksat+default,algo_cryptominisat-walksat-nolimits+default,algo_exp_L_MLD_CBT_DL+default,algo_exp_V_LGB_MLD_CBT_DL+default,algo_exp_V_L_MLD_CBT_DL+default,algo_exp_V_MLD_CBT_DL+default,algo_glucose-3.0-inprocess+default,algo_glucose3.0+proofs,algo_mergesat+default,algo_optsat_m20+default,algo_upGlucose-3.0_PADC+default
dislog_a14_x14_n24.cnf,18.283485046,0.095485659,12.0,22.0,1.895090837,0.029102339,0.112553661,22151.0,120226.0,14723.0,95284.0,0.504516743,0.261764829,0.154517023,0.420613814,0.301358977,0.0,1.0,0.860500416,0.000237251,0.167649875,0.000135842,0.000815051,0.813620375,0.0,0.031568784,0.478852693,0.000237251,1.101554252,5.2475e-05,0.002077998,1.726561463,0.012876409,0.043652775,0.0,0.5,0.565033238,0.000119488,1.08267383,4.198e-05,0.001028504,1.499807509,0.510159103,9.0455e-05,1.003825189,4.198e-05,0.000755636,0.000832498,0.457747762,5.2475e-05,0.002434826,3.919735477,0.168971381,0.570502558,0.026345291,0.581699346,2.92895092,0.000271684,0.00074713,0.00074713,0.00074713,0.00074713,0.053734287,2.765649512,0.0,0.928619134,0.14573456,2e-08,0.014478934,7.39e-07,0.000253209,0.0367926,0.662104607,0.0,0.202353748,0.047886435,0.022245435,0.043608734,0.024139419,0.029465889,847.5,0.216261187,2997.1,0.00833242,2990.5,2964.0,3029.0,0.679732725,0.464933738,0.847068259,0.024266255,1017.0,0.038883503,2992.66666667,0.01037688,2994.0,2954.0,3022.0,0.235120419,0.416335028,0.863988582,0.006542177,-512.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2266.91,2264.47,2259.43,NaN,1296.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4407.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dislog_a18_x18_n28.cnf,23.733915806,0.069116316,14.0,26.0,1.49743342,0.025567601,0.071651662,41534.0,228205.0,27573.0,180690.0,0.506328655,0.262964193,0.152598373,0.421993838,0.284703976,0.0,1.0,0.834543403,0.000127182,0.16596688,7.2535e-05,0.00054401,0.793705501,0.0,0.025762355,0.470557308,0.000127182,1.225157224,2.7672e-05,0.001228624,1.598974294,0.010806431,0.039805455,0.0,0.454545455,0.486283307,6.3925e-05,1.208339496,2.2137e-05,0.000608777,1.405372913,0.507952847,4.8174e-05,1.115326688,2.2137e-05,0.000464885,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.000181337,0.000507743,0.000507743,0.000507743,0.000507743,0.045497005,3.104368216,0.0,0.931616869,0.094508581,1e-09,0.008034437,3.9e-08,2.2471e-05,0.0363595,0.610335252,0.0,0.192663489,0.047384272,0.022935791,0.043608915,0.024143847,0.0294675,3574.66666667,1.09005242,3722.66666667,0.86602607,5580.0,0.0,5580.0,1.505378203,1.189558488,1.190410867,0.518289923,2078.2,0.30328566,5620.9,0.003659929,5619.5,5589.0,5646.0,0.417401579,1.52948377,0.877717415,0.04538396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dislog_a19_x19_n29.cnf,24.694625407,0.068056288,14.0,27.0,1.494695926,0.020425909,0.079371373,48219.0,264228.0,31554.0,207343.0,0.528142232,0.27435216,0.152182615,0.422174288,0.281466985,0.0,1.0,0.830767936,0.00011122,0.166259347,6.3383e-05,0.000507067,0.791701148,0.0,0.02483807,0.468957235,0.00011122,1.248331105,2.4115e-05,0.001128565,1.571480827,0.010168955,0.037215693,0.0,0.428571429,0.472598351,5.5903e-05,1.232166453,1.9292e-05,0.000559459,1.381952882,0.507815552,4.1982e-05,1.132314685,1.9292e-05,0.000419595,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.000126767,0.000475376,0.000475376,0.000475376,0.000475376,0.044968895,3.136325662,0.0,0.927563541,0.097022994,1e-09,0.008055808,3.1e-08,1.7924e-05,0.036293256,0.602420849,0.0,0.183123756,0.047235269,0.023086371,0.043608918,0.024143847,0.029467504,2033.5,0.399540542,6374.0,0.009762378,6374.0,6330.0,6330.0,0.901414152,0.764237395,0.859097242,0.04790878,2838.75,0.690550712,5637.375,0.404157813,6445.0,0.0,6466.0,0.573248533,1.8660125,0.963219793,0.28549172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dlx1c.ucl.sat.chaff.4.1.bryant.cnf,6.83187067,0.077619183,5.0,8.0,0.786907952,0.29237534,0.900836422,15538.0,43398.0,2166.0,12727.0,6.173591874,2.409915927,0.170189361,0.3257078,0.759377545,0.0,1.0,1.423263544,0.001435936,0.445076259,0.000923361,0.013850416,1.309818306,0.0,0.297634949,0.780152432,0.001435936,0.871384048,0.000550012,0.008721615,3.128039119,0.157681826,0.127232942,0.0,0.85,2.973699384,0.000875477,1.197468339,0.0,0.005971557,2.937074134,0.672114402,0.001605561,0.855259407,0.000392866,0.011314528,0.00356259,0.715102752,0.000314292,0.023650507,4.58405938,0.092074163,0.709998393,0.013157895,0.611111111,2.895165639,0.000461681,0.006925208,0.018467221,0.373037858,0.373037858,0.41723554,0.585940777,2.132e-06,0.996861845,0.7724035,0.095160432,0.603743342,0.227045668,0.389347316,0.043836968,0.977063077,0.0,0.431088761,0.099365224,0.000167059,0.065979067,0.009071239,0.034711189,67.974452555,0.339730071,593.613138686,0.06902459,596.0,567.0,621.0,1.121545362,0.204067736,0.884892382,0.027089848,104.549839228,0.115856453,595.890675241,0.031138407,595.0,572.0,621.0,0.701579812,0.254826966,0.902499749,0.011551188,NaN,NaN,NaN,NaN,NaN,NaN,1.53704,1.5212,0.089133,0.43633,0.432591,1.74116,0.621283,0.840251,0.259302,0.0648241,0.0618591,0.064711,0.61512,0.758231,1.25739,0.168696,0.106963,0.749841,0.768842,0.664906,0.42944,0.628632,0.631721,0.639167,63.9039,0.997039,0.618146,0.479058,0.544058,0.131429,0.132249,0.131012,0.133052,0.540656,0.545619,0.536482,2.46227,1.52467,2.47637,1.94555,0.916108,1.03001,0.196285,0.187951,0.438287,0.43848,0.437754,0.438015,0.472117,0.264117,0.263487,0.0990189,0.0829611,0.0832229,0.0819581,0.0788099,0.082137,0.0787151,0.768617,0.757379,0.766433,0.767698,0.126248,0.126226,0.123369,0.561026,0.134318
e_rphp096_04.cnf,2.99850075,0.012903488,2.0,3.0,0.011247436,0.235647559,0.573438084,14916.0,28888.0,668.0,14640.0,21.329341317,0.973224044,0.045628415,0.766393443,0.432398862,0.0,1.0,0.730825109,0.006878047,0.914213576,0.002994012,0.284431138,0.84106862,0.0,0.06489071,0.06489071,0.006878047,1.100331187,0.000546448,0.019740437,0.958058213,0.139734372,0.341087376,0.0,0.972318339,0.411646064,0.003924528,1.194297379,0.000273224,0.013251366,0.966380251,0.68784153,0.02333407,0.139241836,0.019603825,0.045560109,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.008982036,0.035928144,0.143712575,0.574850299,0.833832335,0.741991801,0.295401189,0.390120893,0.896557815,0.896542207,0.39949547,0.89650564,0.400079794,0.896326202,0.208318071,0.477775992,0.09973024,0.36887517,0.361954702,0.099846943,0.361707419,0.157906604,0.158051206,1.110955056,4.615845161,226.049625468,0.052959034,226.0,212.0,241.0,3.619667535,0.173235793,0.996956512,0.006245688,1.043799472,0.258006366,225.858047493,0.053621005,226.0,212.0,240.0,2.60670534,0.277605066,0.996861672,0.001023386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3879.49,NaN,NaN,NaN,NaN,1900.34,4460.4,NaN,2522.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1947.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2232.67,2224.08,4836.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ex051_9-sc2018.cnf,5.0,0.0,5.0,5.0,0.0,0.046808802,0.1686801,51315.0,488836.0,18543.0,376950.0,1.767351561,0.296819207,0.049192201,0.210746598,1.056149986,0.0,1.0,0.945208432,0.000182285,0.193647832,0.000107857,0.000539287,0.913554383,0.0,0.06774108,0.562408808,0.000182285,1.617459683,5.306e-06,0.000848919,2.156053591,0.123007323,0.122246485,0.0,1.0,1.803670979,5.9918e-05,1.90124063,5.306e-06,0.000427112,2.321870785,0.379835522,0.000144569,1.558543307,5.306e-06,0.000649954,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.001132503,0.003775009,0.029768646,0.042873321,0.042873321,0.317230054,0.768766106,0.0,1.0,0.669699103,0.022342882,0.470382981,0.152004838,0.251497809,0.074795084,0.673911433,0.0,0.263368648,0.131065399,0.0,0.114633765,0.003442748,0.088863358,936.666666667,1.56659869,3141.66666667,0.866225565,4654.0,0.0,4654.0,3.431168308,1.175368669,0.982522924,0.078098336,1980.0,0.69772412,3095.0,0.866105698,4606.0,0.0,4606.0,3.944170753,1.505395915,1.007642999,0.077479035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2292.69,NaN,NaN,NaN,NaN,NaN,NaN,4352.32,4367.26,2281.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2594.58,2565.97,2079.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f6bidw.cnf,7.602756892,0.070163476,6.0,9.0,0.782837376,0.033650668,0.170923337,191101.0,566854.0,29910.0,235035.0,5.389200936,1.411785479,0.127257642,0.366521492,0.727157504,0.0,1.0,1.836279502,0.000133433,0.390347379,6.6867e-05,0.000902708,1.68592013,0.0,0.131044313,0.458884847,0.000133433,1.418344976,2.5528e-05,0.002293275,3.036296918,0.189669116,0.154286697,0.0,0.948051948,2.826026825,4.966e-05,1.748277021,0.0,0.001136001,2.625805334,0.485480886,0.00010702,1.319654103,2.1273e-05,0.002020976,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,3.3434e-05,6.6867e-05,0.011066533,0.011066533,0.011066533,0.596039146,0.423646195,0.0,0.999995708,0.863964796,0.123552326,0.770516246,0.51479355,0.651508878,0.074604861,0.877598083,0.0,0.476528855,0.148088383,0.000236224,0.116720067,0.01977923,0.070219652,1360.0,0.762917521,8214.66666667,0.009149738,8194.0,8152.0,8194.0,1.131730718,0.65111203,0.908411886,0.049991318,1538.71428571,0.649017747,7080.28571429,0.441184778,8238.0,0.0,8368.0,0.560039635,1.459346107,0.945497088,0.121856666,-512.0,0.0,0.0,0.0,0.0,0.0,78.3372,77.4318,13.1831,33.5069,30.1288,28.8121,26.0429,24.8831,10.2918,12.0313,12.4235,13.1861,26.6145,35.2999,28.2952,14.6098,12.4462,30.1989,30.6489,27.9807,30.1872,24.4026,23.3603,27.9482,378.833,43.258,32.2147,34.6936,33.9519,31.0558,22.36,29.6364,18.7424,1366.68,1354.94,1350.44,42.9117,37.2567,38.4427,110.79,29.454,81.2423,25.4149,30.115,32.556,32.1038,32.0748,27.2975,27.6782,14.4827,14.4608,13.2159,15.0874,14.1993,14.122,14.1467,14.0521,14.0091,27.6565,26.0733,27.8199,34.1948,12.1873,11.8102,26.4387,34.4148,6.68252
fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf,3.802443992,0.104710362,3.0,4.0,0.496995608,0.605684175,0.690512562,47229.0,225228.0,47227.0,225224.0,4.2349e-05,1.776e-05,0.209689021,0.564792755,0.808298255,0.0,1.0,1.003964049,5.9139e-05,35.173884096,4.2349e-05,0.493637114,0.611389952,0.0,0.792970554,0.831252442,5.9139e-05,12.198664442,2.664e-05,0.103523603,0.565205073,0.11566627,0.060378231,0.0,0.999742666,0.504270534,3.1966e-05,21.678973241,8.88e-06,0.103510283,0.674789869,0.567208646,0.102227964,0.111765567,0.000483963,0.105335133,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.008342685,0.033116649,0.128401126,0.44855697,0.886399729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14463.0,0.0,0.0,0.0,0.0,0.0,0.0,2.661694058,0.0,1.686947848,0.0,15540.0,0.0,0.0,0.0,0.0,0.0,0.0,3.027111872,0.0,1.732535118,0.0,NaN,NaN,NaN,NaN,NaN,NaN,571.092,549.969,60.1026,496.462,666.236,295.55,296.21,286.639,13.204,33.6826,40.4319,36.8272,355.387,1020.22,642.918,491.513,613.484,1021.42,1020.71,692.602,665.049,687.037,735.936,1119.3,580.412,670.409,2450.87,697.236,789.5,257.197,13.5978,13.6578,320.662,841.656,839.426,831.891,943.642,941.869,941.244,3628.39,2666.25,966.947,195.946,183.091,743.839,743.711,744.863,552.752,752.13,71.7086,72.1553,159.123,13.4077,13.391,13.3162,13.3274,13.3927,13.3141,1006.22,1049.2,1019.05,1025.8,275.711,239.34,43.2316,789.198,298.167
fclqcolor-20-15-12.cnf.gz.CP3-cnfmiter.cnf,3.703076923,0.123384517,3.0,4.0,0.608234646,0.608937881,0.680601323,68056.0,326112.0,68054.0,326108.0,2.9388e-05,1.2266e-05,0.208685466,0.559503949,0.81510564,0.0,1.0,1.009397277,4.1049e-05,42.201070666,2.9388e-05,0.494651306,0.604911044,0.0,0.79354079,0.828498534,4.1049e-05,14.460983346,1.8399e-05,0.103235738,0.529075275,0.11795586,0.057799037,0.0,0.999821779,0.476932248,2.2294e-05,25.71820964,6.133e-06,0.103226538,0.639645593,0.569820428,0.102146478,0.102653041,0.000367976,0.104750573,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.007023834,0.027919005,0.108854733,0.390278308,0.849472478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28162.0,0.0,0.0,0.0,0.0,0.0,0.0,10.026066351,0.0,1.665610967,0.0,27713.0,0.0,0.0,0.0,0.0,0.0,0.0,5.308446298,0.0,2.08874833,0.0,NaN,NaN,NaN,NaN,NaN,NaN,1128.83,1060.2,107.709,475.044,805.033,681.156,682.812,513.351,20.3433,71.4957,88.4722,92.0225,272.869,1280.17,897.215,1752.7,1347.46,1278.81,1277.54,803.392,803.299,805.579,1123.97,1199.28,532.943,1912.02,1941.36,44.7601,48.3933,683.418,35.1536,35.1594,747.044,3128.77,3130.02,3091.75,1291.76,1296.08,1294.59,NaN,4529.74,2552.63,402.347,416.64,966.781,966.144,966.816,604.513,50.1374,117.48,118.857,384.66,16.5781,16.4194,16.459,16.4549,16.4032,16.4774,1343.88,1209.92,1365.81,1320.93,511.066,634.211,84.1152,69.4916,558.883
fermat-33106286870663.cnf,6.612447384,0.085271809,5.0,8.0,0.820637846,0.120074357,0.400299473,7174.0,39974.0,3327.0,18329.0,1.156296964,1.180915489,0.181515631,0.332600433,0.622376657,0.0,1.0,1.117920414,0.001030754,0.211242095,0.000601142,0.006612564,0.964998978,0.0,0.12897594,0.444159529,0.001030754,0.416199697,0.000436467,0.004037318,1.576697768,0.025727069,0.042456872,0.0,0.714285714,0.890033795,0.000509129,0.787431357,5.4558e-05,0.003109826,1.558555067,0.534017131,0.000433253,0.919851638,0.000218233,0.003109826,0.001640656,0.446365124,0.00032735,0.008565661,2.678077607,0.349984604,0.383046916,0.033794163,0.619047619,2.591899927,0.0,0.0,0.0,0.009618275,0.009618275,0.174820671,0.957185548,2.32e-07,0.713906774,0.409431287,0.023510022,0.408091636,0.024073323,0.102431463,0.041729234,0.486951866,0.0,0.239091469,0.048361615,0.032181763,0.048098968,0.034461189,0.041640323,188.524064171,0.312628694,618.946524064,0.078185298,622.0,602.0,643.0,0.771116801,0.246023857,0.79381522,0.112004851,238.634361233,0.064068944,623.933920705,0.029280552,624.0,601.0,646.0,0.308122841,0.257390404,0.813950382,0.014686458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,169.2,144.655,109.293,323.906,167.01,245.075,207.173,187.573,128.564,359.092,123.477,41.2194,95.1508,141.051,323.856,247.413,248.044,208.979,227.763,241.377,97.7992,155.965,280.877,137.278,124.234,228.891,156.282,1407.52,NaN,1409.57,NaN,932.064,912.428,935.018,140.733,336.676,338.144,366.631,147.797,364.666,174.702,237.863,780.254,797.521,779.385,259.896,155.206,185.24,186.568,145.268,154.648,147.554,62.3998,171.83,61.6866,169.588,218.361,85.2566,210.847,40.9509,467.807,370.201,72.5657,157.9,321.343
fermat-770131695059117.cnf,6.617605301,0.083813591,5.0,8.0,0.804707684,0.09727776,0.456114118,8718.0,48906.0,4227.0,23383.0,1.062455642,1.09151948,0.180772356,0.332883105,0.619946047,0.0,1.0,1.116941094,0.000814276,0.232021163,0.000473149,0.006624083,0.968833867,0.0,0.127785143,0.439934996,0.000814276,0.436920569,0.000342129,0.003421289,1.568687592,0.027316548,0.048116523,0.0,0.789473684,0.9267008,0.000400557,0.83969814,4.2766e-05,0.002694265,1.521753183,0.532865757,0.000347329,1.017583011,0.000171064,0.003677886,0.001326713,0.490555919,0.000256597,0.008767053,2.656995885,0.348394852,0.394237512,0.024627042,0.619047619,2.558416924,0.0,0.0,0.0,0.041637095,0.042819967,0.176957881,0.950118489,1.5e-07,0.739699308,0.41013344,0.023774462,0.408803678,0.024103165,0.10264326,0.041640916,0.462645638,0.0,0.293164918,0.048350785,0.032977858,0.048103139,0.034409491,0.041634876,251.363636364,0.805952463,781.661157025,0.094903791,788.0,763.0,814.0,0.735983516,0.116546101,0.779545079,0.092456727,307.032051282,0.127505442,786.679487179,0.084620234,793.0,766.0,817.0,0.309277285,0.552874938,0.818101656,0.062299998,-512.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,3219.84,2956.96,NaN,NaN,NaN,NaN,NaN,2359.86,479.48,NaN,814.542,4074.09,NaN,1101.14,NaN,4861.11,4641.79,4048.13,NaN,NaN,3868.07,695.113,NaN,439.027,429.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,439.935,NaN,NaN,NaN,NaN,NaN,NaN,1976.17,NaN,3547.37,3526.5,777.546,3170.89,3337.11,3261.29,2955.14,950.82,1205.91,NaN,NaN,NaN,4118.09,4822.01,NaN,NaN,4908.34,NaN
