Instances,feature_ nvarsOrig,feature_ nclausesOrig,feature_ nvars,feature_ nclauses,feature_ reducedVars,feature_ reducedClauses,feature_ Prefeaturetime,feature_ varsclausesratio,feature_ POSNEGRATIOCLAUSEmean,feature_ POSNEGRATIOCLAUSEcoeffvariation,feature_ POSNEGRATIOCLAUSEmin,feature_ POSNEGRATIOCLAUSEmax,feature_ POSNEGRATIOCLAUSEentropy,feature_ VCGCLAUSEmean,feature_ VCGCLAUSEcoeffvariation,feature_ VCGCLAUSEmin,feature_ VCGCLAUSEmax,feature_ VCGCLAUSEentropy,feature_ UNARY,feature_ BINARY+,feature_ TRINARY+,feature_ Basicfeaturetime,feature_ VCGVARmean,feature_ VCGVARcoeffvariation,feature_ VCGVARmin,feature_ VCGVARmax,feature_ VCGVARentropy,feature_ POSNEGRATIOVARmean,feature_ POSNEGRATIOVARstdev,feature_ POSNEGRATIOVARmin,feature_ POSNEGRATIOVARmax,feature_ POSNEGRATIOVARentropy,feature_ HORNYVARmean,feature_ HORNYVARcoeffvariation,feature_ HORNYVARmin,feature_ HORNYVARmax,feature_ HORNYVARentropy,feature_ hornclausesfraction,feature_ VGmean,feature_ VGcoeffvariation,feature_ VGmin,feature_ VGmax,feature_ KLBfeaturetime,feature_ CGmean,feature_ CGcoeffvariation,feature_ CGmin,feature_ CGmax,feature_ CGentropy,feature_ clustercoeffmean,feature_ clustercoeffcoeffvariation,feature_ clustercoeffmin,feature_ clustercoeffmax,feature_ clustercoeffentropy,feature_ CGfeaturetime,algo_abcdSAT,algo_minisat_BCD,algo_or-tools,algo_GlueMiniSat_2.2.10,algo_CCAglucose2015,algo_multi-sat-g2_0,algo_multi-sat-g2_2,algo_ratselfax_cnf_215_final,algo_BreakIDGlucose2,algo_Lingeling_sr15bal,algo_Lingeling_sr15baq,algo_GlueMiniSat_2.2.10-5,algo_glucose-default,algo_glueminisat-Actmini,algo_riss_505_2,algo_riss_505_1,algo_Glucose_nbSatRsltn,algo_Nigma-1.2.86,algo_Nigma-1.2.87,algo_Glucose_nbSat,algo_COMiniSatPS_Main_Sequence,algo_COMiniSatPS_Subdwarf,algo_satUZK-seq,algo_ADS-cryptominisat,algo_ADS-cryptominisat-autotune,algo_ADS-dccaSatToRiss,algo_ADS-glucose-adapt,algo_ADS-glucose-community-switching
MD5-28-1.cnf,8282.0,62558.0,5875.0,61050.0,0.409702128,0.024701065,0.1,0.096232596,0.444620803,0.450645225,0.0,1.0,1.625096757,0.000712303,0.192869943,0.000340426,0.001021277,1.148148811,0.0,0.008517609,0.224422604,0.0,0.000712303,0.678841683,0.00013104,0.001769042,3.246776129,0.021273895,0.055806104,0.0,0.416666667,0.843485191,0.000279118,0.683081093,3.276e-05,0.000884521,3.001869161,0.397837838,0.000161921,0.415944914,6.552e-05,0.00031122,0.06,0.001608776,0.391890952,0.00011466,0.002850123,4.857880155,0.337796559,0.239740831,0.13559322,0.601845523,3.458709906,15.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MD5-29-2.cnf,8590.0,65305.0,6098.0,63796.0,0.408658577,0.023653521,0.1,0.09558593,0.445110456,0.449892344,0.0,1.0,1.624426082,0.000686886,0.192374068,0.000327976,0.000983929,1.146714715,0.0,0.008401781,0.222318014,0.02,0.000686886,0.67931423,0.0001254,0.001692896,3.247420211,0.021437315,0.056118435,0.0,0.416666667,0.8457764,0.000269405,0.683260265,3.135e-05,0.000846448,3.00330743,0.398269484,0.000155696,0.41485003,6.27e-05,0.000297824,0.06,0.00155633,0.390970848,0.000109725,0.002727444,4.853367818,0.335881919,0.235842551,0.13559322,0.601845523,3.441036842,19.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MD5-29-4.cnf,8590.0,65312.0,6095.0,63802.0,0.409351928,0.02366697,0.1,0.095529921,0.445016353,0.450248629,0.0,1.0,1.624853985,0.000687273,0.192250792,0.000328138,0.000984413,1.146192417,0.0,0.008275603,0.222109025,0.02,0.000687273,0.678710133,0.000125388,0.001692737,3.246987945,0.02136531,0.056072543,0.0,0.416666667,0.844114349,0.000269342,0.683629275,3.1347e-05,0.000846368,3.005998635,0.397855867,0.000155773,0.414527852,6.2694e-05,0.000297796,0.04,0.001556536,0.390652567,0.000109714,0.002727187,4.85337761,0.335778035,0.23575934,0.13559322,0.601845523,3.440215317,16.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MD5-29-5.cnf,8591.0,65322.0,6095.0,63812.0,0.409515997,0.023663261,0.12,0.09551495,0.445150337,0.449718266,0.0,1.0,1.624181506,0.000687273,0.192211491,0.000328138,0.000984413,1.145982507,0.0,0.008211622,0.22210556,0.0,0.000687273,0.678581515,0.000125368,0.001692472,3.243214076,0.021348431,0.056074093,0.0,0.416666667,0.842247502,0.000269408,0.683317155,3.1342e-05,0.000846236,3.009146367,0.397950229,0.000155774,0.414557998,6.2684e-05,0.00029775,0.04,0.001556423,0.390511277,0.000109697,0.00272676,4.853834543,0.335714871,0.235829753,0.13559322,0.601845523,3.440562807,17.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MD5-30-1.cnf,8906.0,68106.0,6534.0,67746.0,0.363024181,0.005313967,0.12,0.096448499,0.444989618,0.449759645,0.0,1.0,1.623510529,0.000639375,0.193556082,0.000306091,0.000918274,1.151643547,0.0,0.009225637,0.22653736,0.0,0.000639375,0.692969572,0.000118088,0.00159419,3.226703407,0.021623093,0.055781438,0.0,0.416666667,0.880501715,0.000251592,0.69407447,2.9522e-05,0.000797095,2.977396672,0.399802202,0.000145911,0.422557,5.9044e-05,0.00029522,0.06,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MD5-30-5.cnf,8905.0,68103.0,6533.0,67744.0,0.363079749,0.005299362,0.12,0.096436585,0.444786254,0.450270192,0.0,1.0,1.624109979,0.000639492,0.193529394,0.000306138,0.000918414,1.151585568,0.0,0.009225909,0.226425957,0.0,0.000639492,0.692838589,0.000118092,0.001594237,3.225334025,0.021602996,0.055756724,0.0,0.416666667,0.880506625,0.000251611,0.693827601,2.9523e-05,0.000797119,2.972274881,0.399799244,0.000145929,0.422564478,5.9046e-05,0.000295229,0.06,0.001468287,0.400295493,0.00010333,0.002568493,4.851497598,0.332530977,0.233881401,0.130952381,0.601845523,3.417335684,18.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SAT_dat.k70-24_1_rule_3.cnf,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1007.89,1152.24,NaN,1751.55,NaN,NaN,NaN,NaN,NaN,1260.23,1246.49,1709.67,NaN,NaN,2029.88,1893.37,NaN,3556.21,NaN,NaN,NaN,NaN,NaN,1854.8,1810.75,NaN,NaN,NaN
SAT_dat.k80-24_1_rule_1.cnf,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1360.9,1415.83,NaN,2486.63,NaN,NaN,NaN,NaN,NaN,1917.36,1941.19,2471.01,NaN,NaN,3251.8,2428.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3048.42,2299.32,NaN,NaN,NaN
SAT_dat.k85-24_1_rule_3.cnf,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1833.02,1789.26,NaN,3567.82,NaN,NaN,NaN,NaN,NaN,2126.88,2120.91,3291.48,NaN,NaN,NaN,3052.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3081.19,2379.17,NaN,NaN,NaN
SAT_dat.k90.debugged.cnf,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1962.31,2102.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2614.15,2611.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SAT_dat.k95-24_1_rule_3.cnf,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2449.39,2636.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2780.42,2808.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3354.94,NaN,NaN,NaN
UCG-15-10p1.cnf,200003.0,1019221.0,102501.0,667154.0,0.951229744,0.527714741,2.74,0.15363919,0.409499037,0.920769164,0.0,1.0,1.423081413,2.7111e-05,0.440736044,1.9512e-05,9.756e-05,1.083214714,0.0,0.549660198,0.863024129,0.04,2.7111e-05,0.711710348,1.0492e-05,0.000101925,3.000460273,0.229293059,0.147811494,0.0,0.8,2.896474982,1.5281e-05,0.842726504,4.497e-06,6.895e-05,2.669966707,0.705202997,2.9667e-05,0.632541834,7.495e-06,0.000115416,12.28,4.6019e-05,0.585763691,4.497e-06,0.000274299,3.755070498,0.113756141,0.700997337,0.013538947,0.5,2.864917897,18.74,203.789,205.252,830.849,330.305,962.238,1785.58,1257.86,NaN,484.372,339.037,349.523,367.688,531.87,1318.38,882.347,763.281,1060.9,548.884,479.553,900.331,1130.31,1090.02,964.903,404.204,436.008,891.516,630.078,708.365
UCG-20-10p0.cnf,258799.0,1372149.0,137482.0,941958.0,0.882420971,0.456698706,3.68,0.145953429,0.403076048,0.912588213,0.0,1.0,1.42439666,2.0399e-05,0.449127938,1.4547e-05,7.2737e-05,1.101572787,0.0,0.523907648,0.867641657,0.1,2.0399e-05,0.729943906,7.431e-06,7.4313e-05,3.085182063,0.225883629,0.149509347,0.0,0.833333333,2.920477642,1.1409e-05,0.840723023,3.185e-06,4.9896e-05,2.745249922,0.697367611,2.2303e-05,0.641779707,5.308e-06,8.3868e-05,22.06,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.04,591.802,788.507,1403.19,648.919,1560.93,NaN,NaN,NaN,2185.48,468.355,438.938,642.61,1756.48,2902.62,2285.82,2370.86,3300.43,1138.64,1127.35,NaN,1833.32,2054.01,1744.78,1460.59,1273.12,2046.83,2006.7,1893.65
UCG-20-10p1.cnf,259258.0,1388006.0,137954.0,956610.0,0.879307595,0.450963297,4.64,0.14421133,0.401103851,0.908762033,0.0,1.0,1.409646245,2.034e-05,0.437430454,1.4498e-05,7.2488e-05,1.092984276,0.0,0.514994616,0.869415958,0.1,2.034e-05,0.741123363,7.318e-06,7.3175e-05,3.09271213,0.225584476,0.148317084,0.0,0.84,2.943933302,1.1347e-05,0.845662616,3.136e-06,4.9132e-05,2.739699785,0.693324343,2.2157e-05,0.653288193,5.227e-06,8.1538e-05,24.64,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.04,781.812,900.79,1630.08,845.648,2698.57,NaN,NaN,NaN,2334.66,580.559,634.302,1034.57,2240.99,3122.74,2829.37,2324.75,2431.56,959.432,861.95,3096.48,3533.17,1237.38,2522.85,1410.5,1202.17,1750.84,2668.08,3350.67
UCG-20-5p0.cnf,224587.0,1190673.0,120843.0,820631.0,0.858502354,0.45092374,3.22,0.147256197,0.403271332,0.908299302,0.0,1.0,1.406719911,2.3188e-05,0.431787759,1.655e-05,8.2752e-05,1.087668851,0.0,0.519406408,0.867023059,0.08,2.3188e-05,0.739115597,8.53e-06,8.1644e-05,3.045544179,0.226451381,0.146959094,0.0,0.833333333,2.926259995,1.2903e-05,0.852276641,3.656e-06,5.6054e-05,2.698059977,0.692746192,2.5378e-05,0.656174807,6.093e-06,8.8956e-05,16.88,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.04,209.443,276.176,287.119,137.181,970.497,1251.84,706.933,NaN,386.627,223.854,234.073,133.841,408.655,372.465,883.105,361.597,881.592,330.274,247.496,528.409,915.829,446.079,833.539,337.344,319.858,840.896,401.179,413.971
UCG-20-5p1.cnf,224986.0,1204430.0,121248.0,834371.0,0.855585247,0.443518531,3.8,0.145316652,0.400247122,0.911555847,0.0,1.0,1.399944193,2.3064e-05,0.430320797,1.6495e-05,8.2476e-05,1.08255163,0.0,0.517375364,0.869874432,0.1,2.3064e-05,0.747414895,8.39e-06,8.03e-05,2.993225568,0.221257797,0.148078982,0.0,0.84,2.86110922,1.2941e-05,0.847190864,3.596e-06,5.5131e-05,2.718782307,0.695340562,2.524e-05,0.655778738,5.993e-06,8.9888e-05,18.84,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.04,224.602,195.009,298.665,151.588,782.245,557.91,774.731,NaN,203.304,254.469,254.557,151.818,201.565,1076.64,121.699,284.352,775.331,265.717,273.73,801.013,1315.72,466.421,576.403,407.108,223.371,992.407,338.664,397.943
UR-15-10p1.cnf,199996.0,1019200.0,102505.0,668201.0,0.951085313,0.525289546,2.74,0.15340444,0.408602884,0.924986634,0.0,1.0,1.426284529,2.7105e-05,0.443162875,1.9511e-05,9.7556e-05,1.084489235,0.0,0.55341282,0.862128312,0.04,2.7105e-05,0.717223838,1.0476e-05,0.000106255,2.959234625,0.227754136,0.14819276,0.0,0.8,2.851004508,1.5347e-05,0.843229999,4.49e-06,7.0338e-05,2.655826592,0.708716389,2.967e-05,0.640794526,7.483e-06,0.000116731,12.24,4.6334e-05,0.593784073,4.49e-06,0.000278359,3.766433765,0.112794685,0.70346553,0.01330824,0.5,2.851322351,19.48,500.319,425.526,935.798,458.325,1047.74,1645.53,2206.41,NaN,948.712,611.493,593.694,481.895,966.181,1051.75,603.707,667.442,1430.2,913.772,860.562,1277.9,842.506,815.814,1681.95,43.9568,48.1075,1029.77,851.154,882.074
UR-20-10p0.cnf,258781.0,1372095.0,137484.0,943589.0,0.882262663,0.454123564,4.08,0.145703267,0.4062462,0.906292003,0.0,1.0,1.419695343,2.0215e-05,0.427852975,1.4547e-05,7.2736e-05,1.095092323,0.0,0.523273374,0.870966067,0.1,2.0215e-05,0.73420217,7.418e-06,7.1005e-05,3.007391735,0.215155308,0.148312837,0.0,0.833333333,2.943862754,1.1393e-05,0.847030075,3.179e-06,4.981e-05,2.733384353,0.69643563,2.2324e-05,0.625729064,5.299e-06,8.3723e-05,24.28,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.04,3201.28,3060.49,3155.64,1656.26,2327.12,NaN,NaN,NaN,3285.06,1405.44,1376.28,1478.53,3299.51,NaN,2103.94,1936.82,NaN,3580.28,NaN,NaN,NaN,NaN,NaN,2151.38,2521.65,NaN,3496.73,3396.96
UTI-20-10p1.cnf,260342.0,1391257.0,138674.0,958485.0,0.877367062,0.451516716,4.7,0.144680407,0.400265064,0.908158724,0.0,1.0,1.415530994,2.0267e-05,0.436261091,1.4422e-05,7.2112e-05,1.101057914,0.0,0.511968367,0.869293729,0.1,2.0267e-05,0.735487197,7.303e-06,7.3032e-05,3.129466443,0.226686278,0.14854006,0.0,0.846153846,2.970141118,1.1253e-05,0.843127283,3.13e-06,4.9036e-05,2.764197816,0.690705645,2.2081e-05,0.654738083,5.217e-06,8.3465e-05,24.7,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.04,1643.25,1642.94,1528.06,1062.61,1906.22,NaN,2943.57,NaN,939.839,786.751,804.599,1080.45,946.159,1445.72,1124.14,1116.48,2501.84,2897.86,2753.38,1936.46,1853.84,1487.87,NaN,816.823,726.176,1878.83,1574.26,1512.8
UTI-20-5p1.cnf,225926.0,1207249.0,121873.0,838748.0,0.853782216,0.439346502,3.16,0.145303476,0.400175539,0.911455794,0.0,1.0,1.408242353,2.3014e-05,0.435323641,1.6411e-05,8.2053e-05,1.091512085,0.0,0.516455479,0.868697153,0.08,2.3014e-05,0.745087552,8.346e-06,8.1073e-05,3.025603802,0.223423758,0.148870986,0.0,0.846153846,2.884840504,1.2855e-05,0.847815414,3.577e-06,5.4844e-05,2.729757376,0.694246663,2.5095e-05,0.659022991,5.961e-06,8.9419e-05,17.14,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.04,996.383,1232.59,341.156,309.719,749.976,647.659,1454.52,NaN,766.995,271.78,252.272,315.324,722.766,1032.96,410.974,177.345,671.713,1016.59,1036.45,248.987,712.716,458.649,784.699,434.516,384.372,783.819,384.269,360.28
aaai10-planning-ipc5-TPP-21-step11.cnf,99736.0,783991.0,97280.0,779390.0,0.025246711,0.005903335,1.48,0.124815561,0.436803172,1.114165373,0.0,1.0,0.936718774,2.3662e-05,0.995932846,2.0559e-05,0.000935444,0.277435118,0.0,0.954418199,0.964197642,0.08,2.3662e-05,0.848503589,6.415e-06,0.000493976,2.569502934,0.427190007,0.314477334,0.0,0.968421053,2.539250661,1.9628e-05,0.973482264,3.849e-06,0.000481146,2.34472351,0.954606808,6.1585e-05,0.810706681,5.132e-06,0.000799343,12.24,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.04,342.348,317.611,677.064,742.415,1257.73,1077.88,712.425,NaN,1054.7,748.917,733.244,671.7,910.344,1121.51,556.451,660.353,923.022,971.929,1012.69,1187.49,1353.84,1378.0,NaN,752.705,682.431,1510.82,911.719,758.778
aaai10-planning-ipc5-pathways-13-step17.cnf,25631.0,142227.0,19609.0,125436.0,0.307103881,0.133861093,0.32,0.156326732,0.492501641,0.971825608,0.0,1.0,1.063923398,0.000115817,0.870155665,0.000101994,0.002498853,0.451639991,0.0,0.900546892,0.96437227,0.02,0.000115817,0.643262268,1.5944e-05,0.000502248,2.558747946,0.388239479,0.29470842,0.0,1.0,2.829980806,9.2742e-05,0.846492059,0.0,0.000454415,2.634664388,0.906366593,0.000285871,0.778945828,1.5944e-05,0.000597914,0.46,0.00013936,1.387792175,1.5944e-05,0.006186422,2.770122457,0.237121714,0.54302217,0.00990099,0.714285714,2.989128206,1.88,126.973,143.302,241.873,526.767,1092.51,491.236,707.411,NaN,373.371,301.762,320.382,491.117,396.323,564.447,257.636,231.895,528.041,1172.79,475.055,563.193,540.258,525.173,1704.81,152.496,151.166,598.774,418.392,630.067
aaai10-planning-ipc5-pathways-17-step20.cnf,50277.0,283903.0,37813.0,249569.0,0.329622088,0.137573176,0.64,0.151513209,0.490927635,0.9717684,0.0,1.0,1.080670719,6.0542e-05,0.932208721,5.2892e-05,0.001613202,0.473634065,0.0,0.893844989,0.960239453,0.02,6.0542e-05,0.693797188,8.014e-06,0.000304525,2.693071414,0.384713492,0.292452602,0.0,1.0,3.041001044,4.781e-05,0.920309157,0.0,0.000292504,2.718521025,0.900560566,0.000160021,0.839363574,8.014e-06,0.000536926,1.7,7.8648e-05,1.37366244,8.014e-06,0.003562141,3.043186057,0.226878241,0.606435896,0.009984639,0.733333333,3.101827986,4.44,128.28,80.1357,233.765,280.819,767.493,560.492,471.759,NaN,398.334,207.461,206.0,265.157,412.642,373.91,184.091,162.861,368.408,824.55,732.727,377.026,469.426,321.402,1198.99,174.198,145.026,881.039,269.296,771.031
aes_24_4_keyfind_5.cnf,520.0,5968.0,320.0,5424.0,0.625,0.100294985,0.0,0.05899705,0.337881023,0.753867933,0.0,1.0,1.915309827,0.019091077,0.225780638,0.00625,0.025,1.219953515,0.0,0.008849558,0.132743363,0.0,0.019091077,0.435148768,0.001843658,0.02710177,2.884206434,0.02162791,0.025116444,0.0,0.101694915,1.538704279,0.001652378,0.349374473,0.000553097,0.002949853,2.392651578,0.104535398,0.002820796,0.275441928,0.000921829,0.003871681,0.0,0.043172728,0.226199369,0.002765487,0.055862832,4.325913591,0.689631785,0.196786667,0.239833865,0.777399567,2.342766066,11.76,883.285,NaN,NaN,NaN,NaN,1130.43,NaN,NaN,NaN,22.3165,256.409,NaN,NaN,1643.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
aes_32_2_keyfind_1.cnf,528.0,5016.0,312.0,4584.0,0.692307692,0.094240838,0.0,0.068062827,0.351657941,0.703201889,0.0,1.0,1.998197073,0.018864389,0.24412938,0.006410256,0.025641026,1.430374903,0.0,0.006980803,0.104712042,0.0,0.018864389,0.663170954,0.001745201,0.033813264,3.301647554,0.015904252,0.022448124,0.0,0.1,1.32412829,0.002194086,0.459746653,0.0004363,0.004799302,2.748766809,0.145287958,0.003096053,0.430308727,0.00109075,0.005235602,0.0,0.051734312,0.271032806,0.003272251,0.071335079,4.736210982,0.634919137,0.192015554,0.232835201,0.768595041,3.132136037,9.2,NaN,NaN,NaN,NaN,NaN,2676.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2207.0,688.802,NaN,325.497,324.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1395.5
aes_32_3_keyfind_1.cnf,708.0,2664.0,450.0,2204.0,0.573333333,0.208711434,0.0,0.204174229,0.462794918,0.618562451,0.0,1.0,1.409081811,0.007836257,0.165367895,0.004444444,0.011111111,0.876551581,0.0,0.01814882,0.482758621,0.0,0.007836257,0.291026915,0.003176044,0.015426497,2.663525158,0.050908712,0.069138697,0.0,0.25,1.781994609,0.00317806,0.300827008,0.000907441,0.005898367,2.038184838,0.407894737,0.004081468,0.279957471,0.002268603,0.006805808,0.0,0.012439024,0.208541807,0.004083485,0.023139746,3.084916036,0.319490343,0.170505104,0.167948718,0.520467836,3.047872342,0.04,916.04,2245.5,1158.12,2719.13,NaN,NaN,251.346,NaN,1641.17,3.08939,1981.32,2540.84,1582.83,57.0691,NaN,NaN,NaN,721.66,742.802,NaN,169.615,NaN,NaN,1450.55,NaN,NaN,266.141,NaN
aes_64_1_keyfind_1.cnf,596.0,2780.0,400.0,2248.0,0.49,0.236654804,0.0,0.177935943,0.40776987,0.761171225,0.0,1.0,1.700614666,0.00997331,0.267903505,0.005,0.0125,1.205814352,0.0,0.09252669,0.391459075,0.0,0.00997331,0.597986128,0.004003559,0.024466192,2.543529677,0.029116831,0.0554347,0.0,0.25,1.360608736,0.002264235,0.568112968,0.00088968,0.005338078,2.130840835,0.289590747,0.003914591,0.538784981,0.002224199,0.008896797,0.0,0.021019871,0.366953011,0.004003559,0.036032028,3.438301137,0.309537009,0.226856476,0.181168831,0.48,2.760686695,0.12,599.264,2495.15,NaN,NaN,NaN,666.388,3574.76,1609.13,NaN,686.255,666.102,NaN,NaN,816.194,NaN,NaN,446.206,NaN,NaN,443.407,NaN,2322.62,NaN,NaN,925.62,NaN,1398.65,NaN
aes_id.cnf,325041.0,1161168.0,131825.0,902184.0,1.46570074,0.287063393,4.22,0.146117643,0.481461412,0.605142513,0.0,1.0,1.651564769,2.932e-05,0.307763728,1.5172e-05,6.8272e-05,1.263886275,0.0,0.037454666,0.409870935,0.08,2.932e-05,1.947752625,7.759e-06,0.000729341,2.708924505,0.020034913,0.046597108,0.0,0.529411765,1.037960557,1.1446e-05,1.208025704,1.108e-06,0.000176239,2.713933649,0.438359581,1.3343e-05,1.389174569,4.434e-06,0.000169588,22.26,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
atco_enc1_opt1_04_32.cnf,57220.0,582308.0,28587.0,495733.0,1.001609123,0.174640381,1.52,0.057666123,0.59236298,0.497201888,0.0,1.0,1.887192729,0.000151652,0.423188963,6.9962e-05,0.000839542,1.852588708,0.0,0.132006544,0.408096697,0.04,0.000151652,2.757035295,4.034e-06,0.002529587,3.732115293,0.32282963,0.216524537,0.0,1.0,3.608665647,8.2538e-05,2.828761645,2.017e-06,0.001621841,3.316490428,0.554992304,7.528e-05,1.116578715,4.034e-06,0.000453873,1.02,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.04,1100.39,869.217,317.952,NaN,1930.92,2107.17,530.967,NaN,2892.49,369.278,715.611,NaN,NaN,1770.38,1072.5,732.845,271.784,396.056,197.995,366.029,777.315,1979.36,2551.81,178.242,321.368,1011.68,980.367,317.383
atco_enc1_opt1_10_15.cnf,46759.0,261059.0,22282.0,202936.0,1.098510008,0.286410494,0.84,0.109798163,0.547749562,0.598413983,0.0,1.0,1.96809359,0.000176932,0.517409334,8.9759e-05,0.000987344,1.836488773,0.0,0.260027792,0.528871171,0.02,0.000176932,2.814027116,9.855e-06,0.005144479,3.240879759,0.306218892,0.198859855,0.0,1.0,3.20702686,0.000103691,3.235982442,4.928e-06,0.002897465,2.989338212,0.593285568,0.000118084,1.025682763,9.855e-06,0.00067509,0.6,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.02,429.971,513.883,107.138,641.948,584.518,2657.86,1158.99,NaN,127.8,745.149,117.803,603.916,375.144,196.469,319.732,445.415,1613.17,142.229,226.061,1967.75,436.609,567.554,NaN,223.658,212.105,758.86,244.082,634.975
