Instances,feature_ Frac_Neg_Body,feature_ Frac_Pos_Body,feature_ Frac_Unary_Rules,feature_ Frac_Binary_Rules,feature_ Frac_Ternary_Rules,feature_ Frac_Integrity_Rules,feature_ Tight,feature_ Problem_Variables,feature_ Free_Problem_Variables,feature_ Assigned_Problem_Variables,feature_ Constraints,feature_ Constraints/Vars,feature_ Created_Bodies,feature_ Program_Atoms,feature_ SCCS,feature_ Nodes_in_Positive_BADG,feature_ Rules,feature_ Normal_Rules,feature_ Cardinality_Rules,feature_ Choice_Rules,feature_ Weight_Rules,feature_ Frac_Normal_Rules,feature_ Frac_Cardinality_Rules,feature_ Frac_Choice_Rules,feature_ Frac_Weight_Rules,feature_ Equivalences,feature_ AtomAtom_Equivalences,feature_ BodyBody_Equivalences,feature_ Other_Equivalences,feature_ Frac_AtomAtom_Equivalences,feature_ Frac_BodyBody_Equivalences,feature_ Frac_Other_Equivalences,feature_ Binary_Constraints,feature_ Ternary_Constraints,feature_ Other_Constraints,feature_ Frac_Binary_Constraints,feature_ Frac_Ternary_Constraints,feature_ Frac_Other_Constraints,feature_ Choices1,feature_ Conflicts/Choices1,feature_ Avg_Conflict_Levels1,feature_ Avg_LBD_Levels1,feature_ Learnt_from_Conflict1,feature_ Learnt_from_Loop1,feature_ Frac_Learnt_from_Conflict1,feature_ Frac_Learnt_from_Loop1,feature_ Literals_in_Conflict_Nogoods1,feature_ Literals_in_Loop_Nogoods1,feature_ Frac_Literals_in_Conflict_Nogoods1,feature_ Frac_Literals_in_Loop_Nogoods1,feature_ Removed_Nogoods1,feature_ Learnt_Binary1,feature_ Learnt_Ternary1,feature_ Learnt_Others1,feature_ Frac_Removed_Nogood1,feature_ Frac_Learnt_Binary1,feature_ Frac_Learnt_Ternary1,feature_ Frac_Learnt_Others1,feature_ Skipped_Levels_while_Backjumping1,feature_ Avg_Skipped_Levels_while_Backjumping1,feature_ Longest_Backjumping1,feature_ Running_Avg_Conflictlevel1,feature_ Running_Avg_LBD1,feature_ Choices2,feature_ Conflicts/Choices2,feature_ Avg_Conflict_Levels2,feature_ Avg_LBD_Levels2,feature_ Learnt_from_Conflict2,feature_ Learnt_from_Loop2,feature_ Frac_Learnt_from_Conflict2,feature_ Frac_Learnt_from_Loop2,feature_ Literals_in_Conflict_Nogoods2,feature_ Literals_in_Loop_Nogoods2,feature_ Frac_Literals_in_Conflict_Nogoods2,feature_ Frac_Literals_in_Loop_Nogoods2,feature_ Removed_Nogoods2,feature_ Learnt_Binary2,feature_ Learnt_Ternary2,feature_ Learnt_Others2,feature_ Frac_Removed_Nogood2,feature_ Frac_Learnt_Binary2,feature_ Frac_Learnt_Ternary2,feature_ Frac_Learnt_Others2,feature_ Skipped_Levels_while_Backjumping2,feature_ Avg_Skipped_Levels_while_Backjumping2,feature_ Longest_Backjumping2,feature_ Running_Avg_Conflictlevel2,feature_ Running_Avg_LBD2,feature_ Choices3,feature_ Conflicts/Choices3,feature_ Avg_Conflict_Levels3,feature_ Avg_LBD_Levels3,feature_ Learnt_from_Conflict3,feature_ Learnt_from_Loop3,feature_ Frac_Learnt_from_Conflict3,feature_ Frac_Learnt_from_Loop3,feature_ Literals_in_Conflict_Nogoods3,feature_ Literals_in_Loop_Nogoods3,feature_ Frac_Literals_in_Conflict_Nogoods3,feature_ Frac_Literals_in_Loop_Nogoods3,feature_ Removed_Nogoods3,feature_ Learnt_Binary3,feature_ Learnt_Ternary3,feature_ Learnt_Others3,feature_ Frac_Removed_Nogood3,feature_ Frac_Learnt_Binary3,feature_ Frac_Learnt_Ternary3,feature_ Frac_Learnt_Others3,feature_ Skipped_Levels_while_Backjumping3,feature_ Avg_Skipped_Levels_while_Backjumping3,feature_ Longest_Backjumping3,feature_ Running_Avg_Conflictlevel3,feature_ Running_Avg_LBD3,feature_ Choices4,feature_ Conflicts/Choices4,feature_ Avg_Conflict_Levels4,feature_ Avg_LBD_Levels4,feature_ Learnt_from_Conflict4,feature_ Learnt_from_Loop4,feature_ Frac_Learnt_from_Conflict4,feature_ Frac_Learnt_from_Loop4,feature_ Literals_in_Conflict_Nogoods4,feature_ Literals_in_Loop_Nogoods4,feature_ Frac_Literals_in_Conflict_Nogoods4,feature_ Frac_Literals_in_Loop_Nogoods4,feature_ Removed_Nogoods4,feature_ Learnt_Binary4,feature_ Learnt_Ternary4,feature_ Learnt_Others4,feature_ Frac_Removed_Nogood4,feature_ Frac_Learnt_Binary4,feature_ Frac_Learnt_Ternary4,feature_ Frac_Learnt_Others4,feature_ Skipped_Levels_while_Backjumping4,feature_ Avg_Skipped_Levels_while_Backjumping4,feature_ Longest_Backjumping4,feature_ Running_Avg_Conflictlevel4,feature_ Running_Avg_LBD4,algo_clasp/2.1.3/h10-n1,algo_clasp/2.1.3/h8-n1,algo_clasp/2.1.3/h1-n1,algo_clasp/2.1.3/h3-n1,algo_clasp/2.1.3/h11-n1,algo_clasp/2.1.3/h7-n1,algo_clasp/2.1.3/h6-n1,algo_clasp/2.1.3/h2-n1,algo_clasp/2.1.3/h9-n1,algo_clasp/2.1.3/h5-n1,algo_clasp/2.1.3/h4-n1
FolioSuite/RicochetRobots/rr08-11.sm.gz,0.0013,0.3237,0.0012,0.0945,0.2733,0.0002,0.0,236023.0,235966.0,57.0,991613.0,4.2013,218355.0,35884.0,44.0,91912.0,225674.0,225608.0,44.0,22.0,0.0,0.9997,0.0002,0.0001,0.0,30106.0,275.0,22.0,29809.0,0.0091,0.0007,0.9901,755679.0,69576.0,166358.0,0.7621,0.0702,0.1678,507.0,0.0631,50.4688,27.0312,32.0,2712.0,0.0117,0.9883,9139.0,198982.0,0.0439,0.9561,0.0,2.0,1.0,2741.0,0.0,0.0007,0.0004,0.9989,465.0,14.5312,373.0,16.15,8.65,2173.0,0.0308,106.3582,15.194,67.0,4405.0,0.015,0.985,17470.0,986515.0,0.0174,0.9826,0.0,6.0,3.0,4463.0,0.0,0.0013,0.0007,0.998,2131.0,31.806,561.0,71.26,10.18,3879.0,0.0255,254.7374,12.1111,99.0,5705.0,0.0171,0.9829,18488.0,1463769.0,0.0125,0.9875,0.0,9.0,5.0,5790.0,0.0,0.0016,0.0009,0.9976,3837.0,38.7576,1070.0,252.19,11.99,6291.0,0.0208,284.7786,11.1908,131.0,6386.0,0.0201,0.9799,30591.0,1905791.0,0.0158,0.9842,0.0,12.0,10.0,6495.0,0.0,0.0018,0.0015,0.9966,6238.0,47.6183,1070.0,357.34,6.44,NaN,457.189,NaN,NaN,NaN,NaN,NaN,NaN,568.259,NaN,NaN
FolioSuite/RicochetRobots/rr08-12.sm.gz,0.0012,0.3243,0.0011,0.0942,0.2746,0.0002,0.0,258456.0,258394.0,62.0,1086118.0,4.2023,239134.0,39135.0,48.0,100616.0,247095.0,247023.0,48.0,24.0,0.0,0.9997,0.0002,0.0001,0.0,32750.0,277.0,24.0,32449.0,0.0085,0.0007,0.9908,827759.0,76280.0,182079.0,0.7621,0.0702,0.1676,750.0,0.044,74.2727,28.3939,33.0,2759.0,0.0118,0.9882,13909.0,207760.0,0.0627,0.9373,0.0,2.0,1.0,2789.0,0.0,0.0007,0.0004,0.9989,472.0,14.303,373.0,24.51,9.37,1494.0,0.0435,135.5385,18.1077,65.0,3973.0,0.0161,0.9839,16590.0,1222144.0,0.0134,0.9866,0.0,5.0,3.0,4030.0,0.0,0.0012,0.0007,0.998,921.0,14.1692,373.0,88.1,11.77,5155.0,0.0188,264.1031,13.3711,97.0,4214.0,0.0225,0.9775,19859.0,1334862.0,0.0147,0.9853,0.0,7.0,11.0,4293.0,0.0,0.0016,0.0026,0.9958,3909.0,40.299,825.0,256.18,12.97,7838.0,0.0165,241.7752,11.0775,129.0,4219.0,0.0297,0.9703,20354.0,1335123.0,0.015,0.985,0.0,8.0,15.0,4325.0,0.0,0.0018,0.0034,0.9947,6562.0,50.8682,825.0,296.21,5.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FolioSuite/RicochetRobots/rr08-13.sm.gz,0.0011,0.3248,0.001,0.0939,0.2756,0.0002,0.0,280889.0,280822.0,67.0,1180623.0,4.2032,259913.0,42386.0,52.0,109320.0,268516.0,268438.0,52.0,26.0,0.0,0.9997,0.0002,0.0001,0.0,35394.0,279.0,26.0,35089.0,0.0079,0.0007,0.9914,899839.0,82984.0,197800.0,0.7622,0.0703,0.1675,769.0,0.0429,92.5455,27.697,33.0,2746.0,0.0119,0.9881,17360.0,210469.0,0.0762,0.9238,0.0,2.0,1.0,2776.0,0.0,0.0007,0.0004,0.9989,478.0,14.4848,373.0,30.54,9.14,1096.0,0.0593,121.1385,18.8615,65.0,4133.0,0.0155,0.9845,28044.0,1425950.0,0.0193,0.9807,0.0,3.0,1.0,4194.0,0.0,0.0007,0.0002,0.999,653.0,10.0462,373.0,78.74,12.26,2096.0,0.0463,128.1031,13.6186,97.0,4176.0,0.0227,0.9773,28366.0,1428211.0,0.0195,0.9805,0.0,6.0,3.0,4264.0,0.0,0.0014,0.0007,0.9979,1636.0,16.866,373.0,124.26,13.21,5077.0,0.0254,124.1783,10.876,129.0,4483.0,0.028,0.972,28739.0,1434991.0,0.0196,0.9804,0.0,15.0,8.0,4589.0,0.0,0.0033,0.0017,0.995,4585.0,35.5426,611.0,141.27,5.19,NaN,NaN,NaN,NaN,566.508,599.419,NaN,NaN,NaN,NaN,NaN
FolioSuite/RicochetRobots/rr09-02.sm.gz,0.0078,0.283,0.0076,0.1184,0.1885,0.0003,0.0,34126.0,34114.0,12.0,141068.0,4.1337,31344.0,6625.0,8.0,13576.0,32885.0,32873.0,8.0,4.0,0.0,0.9996,0.0002,0.0001,0.0,6310.0,257.0,4.0,6049.0,0.0407,0.0006,0.9586,106959.0,9240.0,24869.0,0.7582,0.0655,0.1763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.416576,0.367022,0.181737,0.345535,0.349103,0.181917,1.08077,1.08984,0.254898,1.04936,0.195642
FolioSuite/RicochetRobots/rr10-07.sm.gz,0.0019,0.3194,0.0019,0.097,0.2644,0.0003,0.0,146291.0,146254.0,37.0,613593.0,4.1943,135239.0,22880.0,28.0,57096.0,139990.0,139948.0,28.0,14.0,0.0,0.9997,0.0002,0.0001,0.0,19530.0,267.0,14.0,19249.0,0.0137,0.0007,0.9856,467359.0,42760.0,103474.0,0.7617,0.0697,0.1686,168.0,0.1964,25.3636,10.2121,33.0,1975.0,0.0164,0.9836,5211.0,53755.0,0.0884,0.9116,0.0,2.0,2.0,2004.0,0.0,0.001,0.001,0.998,150.0,4.5455,33.0,8.37,3.37,747.0,0.0897,53.2388,12.4627,67.0,2806.0,0.0233,0.9767,28436.0,76684.0,0.2705,0.7295,0.0,5.0,6.0,2862.0,0.0,0.0017,0.0021,0.9962,715.0,10.6716,227.0,35.67,8.35,910.0,0.1088,39.1313,9.1717,99.0,3044.0,0.0315,0.9685,28988.0,80968.0,0.2636,0.7364,0.0,15.0,13.0,3115.0,0.0,0.0048,0.0041,0.9911,876.0,8.8485,227.0,38.74,9.08,974.0,0.1345,32.0992,8.0611,131.0,3984.0,0.0318,0.9682,29554.0,93013.0,0.2411,0.7589,0.0,15.0,15.0,4085.0,0.0,0.0036,0.0036,0.9927,932.0,7.1145,227.0,34.07,7.34,96.6198,32.174,54.9552,164.675,18.9614,9.44194,40.8714,21.5796,10.6659,23.1811,74.0611
FolioSuite/RicochetRobots/rr10-09.sm.gz,0.0015,0.322,0.0014,0.0955,0.2699,0.0003,0.0,191157.0,191110.0,47.0,802603.0,4.1987,176797.0,29382.0,36.0,74504.0,182832.0,182778.0,36.0,18.0,0.0,0.9997,0.0002,0.0001,0.0,24818.0,271.0,18.0,24529.0,0.0109,0.0007,0.9884,611519.0,56168.0,134916.0,0.7619,0.07,0.1681,186.0,0.1774,31.1818,11.8485,33.0,1975.0,0.0164,0.9836,5265.0,65431.0,0.0745,0.9255,0.0,2.0,2.0,2004.0,0.0,0.001,0.001,0.998,162.0,4.9091,33.0,10.29,3.91,754.0,0.0862,50.9538,8.7385,65.0,2198.0,0.0287,0.9713,5999.0,86136.0,0.0651,0.9349,0.0,2.0,3.0,2258.0,0.0,0.0009,0.0013,0.9978,710.0,10.9231,224.0,33.12,5.68,1349.0,0.0719,48.2577,7.0412,97.0,2681.0,0.0349,0.9651,13635.0,96442.0,0.1239,0.8761,0.0,6.0,7.0,2765.0,0.0,0.0022,0.0025,0.9953,1305.0,13.4536,287.0,46.81,6.83,1423.0,0.0907,39.7287,6.9147,129.0,3519.0,0.0354,0.9646,28793.0,111591.0,0.2051,0.7949,0.0,6.0,9.0,3633.0,0.0,0.0016,0.0025,0.9959,1372.0,10.6357,287.0,42.02,5.28,NaN,518.066,NaN,222.015,241.891,201.773,NaN,NaN,49.9836,108.682,NaN
FolioSuite/RicochetRobots/rr10-11.sm.gz,0.0013,0.3237,0.0012,0.0945,0.2733,0.0002,0.0,236023.0,235966.0,57.0,991613.0,4.2013,218355.0,35884.0,44.0,91912.0,225674.0,225608.0,44.0,22.0,0.0,0.9997,0.0002,0.0001,0.0,30106.0,275.0,22.0,29809.0,0.0091,0.0007,0.9901,755679.0,69576.0,166358.0,0.7621,0.0702,0.1678,204.0,0.1618,37.0,13.4848,33.0,1975.0,0.0164,0.9836,5319.0,77107.0,0.0645,0.9355,0.0,2.0,2.0,2004.0,0.0,0.001,0.001,0.998,174.0,5.2727,33.0,12.21,4.45,776.0,0.0838,56.5692,9.5692,65.0,2196.0,0.0287,0.9713,6053.0,97622.0,0.0584,0.9416,0.0,2.0,3.0,2256.0,0.0,0.0009,0.0013,0.9978,720.0,11.0769,222.0,36.77,6.22,974.0,0.0996,59.5464,7.5464,97.0,2210.0,0.042,0.958,6357.0,98056.0,0.0609,0.9391,0.0,5.0,10.0,2292.0,0.0,0.0022,0.0043,0.9935,856.0,8.8247,222.0,57.76,7.32,1143.0,0.1129,48.6512,6.6202,129.0,2924.0,0.0423,0.9577,20909.0,105434.0,0.1655,0.8345,0.0,10.0,11.0,3032.0,0.0,0.0033,0.0036,0.9931,1009.0,7.8217,222.0,51.85,4.36,NaN,398.421,NaN,514.191,58.047,127.727,NaN,NaN,446.072,48.5113,NaN
FolioSuite/RicochetRobots/rr11-06.sm.gz,0.0023,0.3174,0.0022,0.0982,0.2602,0.0003,0.0,123858.0,123826.0,32.0,519088.0,4.191,114460.0,19629.0,24.0,48392.0,118569.0,118533.0,24.0,12.0,0.0,0.9997,0.0002,0.0001,0.0,16886.0,265.0,12.0,16609.0,0.0157,0.0007,0.9836,395279.0,36056.0,87753.0,0.7615,0.0695,0.1691,125.0,0.256,18.4062,3.8438,32.0,73.0,0.3048,0.6952,15442.0,4599.0,0.7705,0.2295,0.0,7.0,4.0,94.0,0.0,0.0667,0.0381,0.8952,118.0,3.6875,17.0,5.89,1.23,208.0,0.3077,13.5781,3.6562,64.0,1026.0,0.0587,0.9413,20554.0,15552.0,0.5693,0.4307,0.0,9.0,5.0,1076.0,0.0,0.0083,0.0046,0.9872,201.0,3.1406,17.0,8.69,2.34,278.0,0.3453,12.2917,3.9167,96.0,2229.0,0.0413,0.9587,24102.0,29013.0,0.4538,0.5462,0.0,13.0,7.0,2305.0,0.0,0.0056,0.003,0.9914,261.0,2.7188,17.0,11.8,3.76,364.0,0.3516,12.4141,4.0,128.0,2810.0,0.0436,0.9564,41813.0,39603.0,0.5136,0.4864,0.0,18.0,12.0,2908.0,0.0,0.0061,0.0041,0.9898,334.0,2.6094,17.0,10.36,3.97,20.3276,13.8434,9.19352,8.20725,8.96923,7.28406,8.64135,8.01939,8.87261,16.8663,7.5203
FolioSuite/RicochetRobots/rr11-07.sm.gz,0.0019,0.3194,0.0019,0.097,0.2644,0.0003,0.0,146291.0,146254.0,37.0,613593.0,4.1943,135239.0,22880.0,28.0,57096.0,139990.0,139948.0,28.0,14.0,0.0,0.9997,0.0002,0.0001,0.0,19530.0,267.0,14.0,19249.0,0.0137,0.0007,0.9856,467359.0,42760.0,103474.0,0.7617,0.0697,0.1686,591.0,0.0541,51.9375,7.875,32.0,593.0,0.0512,0.9488,25646.0,53269.0,0.325,0.675,0.0,1.0,4.0,620.0,0.0,0.0016,0.0064,0.992,584.0,18.25,88.0,16.62,2.52,709.0,0.0903,29.7344,5.1719,64.0,1081.0,0.0559,0.9441,28816.0,63735.0,0.3114,0.6886,0.0,5.0,7.0,1133.0,0.0,0.0044,0.0061,0.9895,697.0,10.8906,88.0,19.03,3.31,816.0,0.1176,22.0833,4.3958,96.0,1240.0,0.0719,0.9281,30817.0,64530.0,0.3232,0.6768,0.0,8.0,10.0,1318.0,0.0,0.006,0.0075,0.9865,802.0,8.3542,88.0,21.2,4.22,908.0,0.1432,17.9923,3.9846,130.0,1491.0,0.0802,0.9198,32279.0,70601.0,0.3138,0.6862,0.0,10.0,18.0,1593.0,0.0,0.0062,0.0111,0.9827,891.0,6.8538,88.0,7.03,2.7,115.207,28.7632,81.6567,131.16,26.2203,18.6105,39.5988,27.404,10.6994,22.3001,83.676
FolioSuite/RicochetRobots/rr11-09.sm.gz,0.0015,0.322,0.0014,0.0955,0.2699,0.0003,0.0,191157.0,191110.0,47.0,802603.0,4.1987,176797.0,29382.0,36.0,74504.0,182832.0,182778.0,36.0,18.0,0.0,0.9997,0.0002,0.0001,0.0,24818.0,271.0,18.0,24529.0,0.0109,0.0007,0.9884,611519.0,56168.0,134916.0,0.7619,0.07,0.1681,845.0,0.0391,87.9697,6.7273,33.0,1126.0,0.0285,0.9715,37373.0,872970.0,0.0411,0.9589,0.0,1.0,4.0,1154.0,0.0,0.0009,0.0035,0.9957,731.0,22.1515,181.0,29.03,2.22,994.0,0.0654,51.8,4.6615,65.0,1616.0,0.0387,0.9613,56128.0,878374.0,0.0601,0.9399,0.0,13.0,5.0,1663.0,0.0,0.0077,0.003,0.9893,871.0,13.4,181.0,33.67,3.03,1135.0,0.0855,37.3711,3.8247,97.0,1616.0,0.0566,0.9434,57165.0,878374.0,0.0611,0.9389,0.0,34.0,9.0,1670.0,0.0,0.0198,0.0053,0.9749,1011.0,10.4227,181.0,36.25,3.71,1248.0,0.1034,29.7519,3.4496,129.0,1616.0,0.0739,0.9261,57305.0,878374.0,0.0612,0.9388,0.0,53.0,11.0,1681.0,0.0,0.0304,0.0063,0.9633,1108.0,8.5891,181.0,14.56,2.63,NaN,433.552,143.58,224.977,108.22,34.3866,255.221,273.823,48.4255,31.7735,107.035
FolioSuite/RicochetRobots/rr12-07.sm.gz,0.0019,0.3194,0.0019,0.097,0.2644,0.0003,0.0,146291.0,146254.0,37.0,613593.0,4.1943,135239.0,22880.0,28.0,57096.0,139990.0,139948.0,28.0,14.0,0.0,0.9997,0.0002,0.0001,0.0,19530.0,267.0,14.0,19249.0,0.0137,0.0007,0.9856,467359.0,42760.0,103474.0,0.7617,0.0697,0.1686,177.0,0.1808,21.4062,10.7812,32.0,2698.0,0.0117,0.9883,1313.0,61899.0,0.0208,0.9792,0.0,2.0,4.0,2724.0,0.0,0.0007,0.0015,0.9978,163.0,5.0938,37.0,6.85,3.45,325.0,0.1969,29.3125,10.0938,64.0,2929.0,0.0214,0.9786,3845.0,72840.0,0.0501,0.9499,0.0,2.0,4.0,2987.0,0.0,0.0007,0.0013,0.998,278.0,4.3438,37.0,18.76,6.46,640.0,0.15,25.9896,8.8333,96.0,4286.0,0.0219,0.9781,8217.0,87982.0,0.0854,0.9146,0.0,2.0,4.0,4376.0,0.0,0.0005,0.0009,0.9986,583.0,6.0729,38.0,24.95,8.48,780.0,0.1654,22.5504,7.3953,129.0,4301.0,0.0291,0.9709,20725.0,88927.0,0.189,0.811,0.0,7.0,5.0,4418.0,0.0,0.0016,0.0011,0.9973,715.0,5.5426,38.0,22.79,6.16,191.412,31.4513,187.35,177.506,32.482,23.4693,131.944,78.1587,10.005,28.1586,117.717
FolioSuite/RicochetRobots/rr13-08.sm.gz,0.0017,0.3209,0.0016,0.0961,0.2675,0.0003,0.0,168724.0,168682.0,42.0,708098.0,4.1968,156018.0,26131.0,32.0,65800.0,161411.0,161363.0,32.0,16.0,0.0,0.9997,0.0002,0.0001,0.0,22174.0,269.0,16.0,21889.0,0.0121,0.0007,0.9871,539439.0,49464.0,119195.0,0.7618,0.0699,0.1683,107.0,0.3084,19.0606,6.2121,33.0,1015.0,0.0315,0.9685,15663.0,29786.0,0.3446,0.6554,0.0,7.0,3.0,1038.0,0.0,0.0067,0.0029,0.9905,106.0,3.2121,18.0,6.29,2.05,306.0,0.2124,13.4615,4.0462,65.0,1961.0,0.0321,0.9679,21928.0,36832.0,0.3732,0.6268,0.0,11.0,3.0,2012.0,0.0,0.0054,0.0015,0.9931,299.0,4.6,18.0,8.75,2.63,388.0,0.2526,11.1837,3.5714,98.0,2089.0,0.0448,0.9552,24532.0,39498.0,0.3831,0.6169,0.0,19.0,4.0,2164.0,0.0,0.0087,0.0018,0.9895,376.0,3.8367,18.0,10.96,3.5,468.0,0.2778,10.6769,3.6385,130.0,3304.0,0.0379,0.9621,31101.0,69897.0,0.3079,0.6921,0.0,19.0,7.0,3408.0,0.0,0.0055,0.002,0.9924,452.0,3.4769,20.0,7.7,2.74,NaN,207.341,NaN,295.359,349.901,280.568,NaN,NaN,45.9404,120.675,NaN
FolioSuite/RicochetRobots/rr13-09.sm.gz,0.0015,0.322,0.0014,0.0955,0.2699,0.0003,0.0,191157.0,191110.0,47.0,802603.0,4.1987,176797.0,29382.0,36.0,74504.0,182832.0,182778.0,36.0,18.0,0.0,0.9997,0.0002,0.0001,0.0,24818.0,271.0,18.0,24529.0,0.0109,0.0007,0.9884,611519.0,56168.0,134916.0,0.7619,0.07,0.1681,646.0,0.0495,59.1562,7.5625,32.0,583.0,0.052,0.948,18979.0,31076.0,0.3792,0.6208,0.0,1.0,2.0,612.0,0.0,0.0016,0.0033,0.9951,540.0,16.875,113.0,18.93,2.42,900.0,0.0722,45.0769,5.5231,65.0,820.0,0.0734,0.9266,19907.0,35384.0,0.36,0.64,0.0,7.0,7.0,871.0,0.0,0.0079,0.0079,0.9842,776.0,11.9385,113.0,29.3,3.59,2158.0,0.0449,45.0722,4.3299,97.0,1796.0,0.0512,0.9488,21087.0,49752.0,0.2977,0.7023,0.0,10.0,485.0,1398.0,0.0,0.0053,0.2562,0.7385,2031.0,20.9381,145.0,43.72,4.2,2454.0,0.0526,38.0465,4.031,129.0,2362.0,0.0518,0.9482,22134.0,69024.0,0.2428,0.7572,0.0,16.0,487.0,1988.0,0.0,0.0064,0.1955,0.7981,2324.0,18.0155,145.0,34.63,2.87,255.679,355.843,371.191,238.247,418.395,181.327,236.159,NaN,50.9285,42.4187,270.489
FolioSuite/RicochetRobots/rr16-06.sm.gz,0.0023,0.3174,0.0022,0.0982,0.2602,0.0003,0.0,123858.0,123826.0,32.0,519088.0,4.191,114460.0,19629.0,24.0,48392.0,118569.0,118533.0,24.0,12.0,0.0,0.9997,0.0002,0.0001,0.0,16886.0,265.0,12.0,16609.0,0.0157,0.0007,0.9836,395279.0,36056.0,87753.0,0.7615,0.0695,0.1691,96.0,0.3333,11.1875,4.9375,32.0,723.0,0.0424,0.9576,11542.0,17332.0,0.3997,0.6003,0.0,11.0,1.0,743.0,0.0,0.0146,0.0013,0.9841,93.0,2.9062,13.0,3.58,1.58,241.0,0.2656,12.7031,3.7656,64.0,869.0,0.0686,0.9314,14384.0,25216.0,0.3632,0.6368,0.0,14.0,3.0,916.0,0.0,0.015,0.0032,0.9818,235.0,3.6719,46.0,8.13,2.41,319.0,0.3009,11.1354,3.9896,96.0,1429.0,0.063,0.937,26237.0,47798.0,0.3544,0.6456,0.0,17.0,162.0,1346.0,0.0,0.0111,0.1062,0.8826,309.0,3.2188,46.0,10.69,3.83,508.0,0.252,14.5312,3.6797,128.0,1449.0,0.0812,0.9188,31873.0,48716.0,0.3955,0.6045,0.0,23.0,163.0,1391.0,0.0,0.0146,0.1034,0.8821,445.0,3.4766,46.0,15.2,3.19,226.465,22.0605,76.1814,105.126,27.894,11.6008,73.3323,71.325,8.99775,18.8552,102.338
FolioSuite/RicochetRobots/rr16-12.sm.gz,0.0012,0.3243,0.0011,0.0942,0.2746,0.0002,0.0,258456.0,258394.0,62.0,1086118.0,4.2023,239134.0,39135.0,48.0,100616.0,247095.0,247023.0,48.0,24.0,0.0,0.9997,0.0002,0.0001,0.0,32750.0,277.0,24.0,32449.0,0.0085,0.0007,0.9908,827759.0,76280.0,182079.0,0.7621,0.0702,0.1676,228.0,0.1535,44.4857,4.3714,35.0,103.0,0.2536,0.7464,1173.0,9305.0,0.1119,0.8881,0.0,2.0,2.0,134.0,0.0,0.0145,0.0145,0.971,223.0,6.3714,51.0,15.57,1.53,413.0,0.1622,43.4627,4.0746,67.0,103.0,0.3941,0.6059,2057.0,9305.0,0.181,0.819,0.0,2.0,5.0,163.0,0.0,0.0118,0.0294,0.9588,327.0,4.8806,51.0,29.12,2.73,578.0,0.173,50.67,10.62,100.0,990.0,0.0917,0.9083,7618.0,76828.0,0.0902,0.9098,0.0,2.0,10.0,1078.0,0.0,0.0018,0.0092,0.989,420.0,4.2,51.0,50.67,10.62,1446.0,0.0913,66.6212,9.5152,132.0,1257.0,0.095,0.905,15012.0,300653.0,0.0476,0.9524,0.0,2.0,12.0,1375.0,0.0,0.0014,0.0086,0.9899,1056.0,8.0,117.0,73.2,11.27,NaN,556.558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,258.074,NaN
FolioSuite/SchurCompetition/15.1.schur.lp.gz,0.005,0.9985,0.0019,0.003,0.0076,0.9935,1.0,21941.0,557.0,21384.0,18864.0,0.8598,43096.0,1711.0,0.0,0.0,85315.0,85055.0,130.0,130.0,0.0,0.997,0.0015,0.0015,0.0,933.0,164.0,132.0,637.0,0.1758,0.1415,0.6827,1980.0,16659.0,225.0,0.105,0.8831,0.0119,43.0,0.7442,10.4062,8.3438,32.0,0.0,1.0,0.0,582.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,35.0,1.0938,2.0,3.33,2.67,112.0,0.5804,13.7692,8.3846,65.0,0.0,1.0,0.0,1196.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,1.0,91.0,1.4,4.0,8.95,5.45,182.0,0.533,14.6804,7.9588,97.0,0.0,1.0,0.0,1683.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,1.0,151.0,1.5567,10.0,14.24,7.72,261.0,0.4981,15.3154,8.1462,130.0,0.0,1.0,0.0,2243.0,0.0,1.0,0.0,0.0,1.0,0.0,129.0,0.0,0.0077,0.0,0.9923,217.0,1.6692,10.0,16.77,8.02,473.055,16.3165,52.5501,51.6886,6.01081,15.0743,5.80751,25.1968,47.0483,3.30309,58.7327
